,,WT statistics,,,,,,,WT Mean value for each time point,,,,,,WT standard error of the mean for each time point,,,,,,CCA1-Ox statistics,,,,,,,CCA1-Ox Mean value for each time point,,,,,,CCA1-Ox standard error of the mean for each time point,,,,,,Protein details,,,WT normalized abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCA1-Ox normalized abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accession,Description,WT Peak time point,WT Trough time point,WT JTK p-value,"WT JTK p-value, BH adjusted",WT period predicted by JTK_CYCLE,WT ANOVA p-value,"WT ANOVA p-value, BH adjusted",WT mean 12h,WT mean 16h,WT mean 20h,WT mean 24h,WT mean 28h,WT mean 32h,WT sem 12h,WT sem 16h,WT sem 20h,WT sem 24h,WT sem 28h,WT sem 32h,CCA1-Ox Peak time point,CCA1-Ox Trough time point,CCA1-Ox JTK p-value,"CCA1-Ox JTK p-value, BH adjusted",CCA1-Ox period predicted by JTK_CYCLE,CCA1-Ox ANOVA p-value,"CCA1-Ox ANOVA p-value, BH adjusted",CCA1-Ox mean 12h,CCA1-Ox mean 16h,CCA1-Ox mean 20h,CCA1-Ox mean 24h,CCA1-Ox mean 28h,CCA1-Ox mean 32h,CCA1-Ox sem 12h,CCA1-Ox sem 16h,CCA1-Ox sem 20h,CCA1-Ox sem 24h,CCA1-Ox sem 28h,CCA1-Ox sem 32h,Peptide count,Peptides used for quantitation,Confidence score,wt 12A,wt 12B,wt 12C,wt 12D,wt 12E,wt 16A,wt 16B,wt 16C,wt 16D,wt 16E,wt 20A,wt 20B,wt 20C,wt 20D,wt 20E,wt 24A,wt 24B,wt 24C,wt 24D,wt 24E,wt 28A,wt 28B,wt 28C,wt 28D,wt 28E,wt 32A,wt 32B,wt 32C,wt 32D,wt 32E,Ox 12A,Ox 12B,Ox 12C,Ox 12D,Ox 12E,Ox 16A,Ox 16B,Ox 16C,Ox 16D,Ox 16E,Ox 20A,Ox 20B,Ox 20C,Ox 20D,Ox 20E,Ox 24A,Ox 24B,Ox 24C,Ox 24D,Ox 24E,Ox 28A,Ox 28B,Ox 28C,Ox 28D,Ox 28E,Ox 32A,Ox 32B,Ox 32C,Ox 32D,Ox 32E
AT1G23410.1;AT1G31340.1;AT3G09790.1,| Symbols:  | Ribosomal protein S27a / Ubiquitin family protein | chr1:8314940-8315410 FORWARD LENGTH=156,20,28,1,1,24.18181818,0.834763981,0.931771927,1316053.372,1206201.553,1338194.214,1219347.589,1201402.059,1337977.891,169681.6021,142953.463,97565.09219,64434.77004,52660.90712,51012.13983,12,24,1,1,24.18181818,0.932523031,0.99615712,1690898.686,1674105.068,1567999.346,1566218.236,1606255.13,1606012.639,100156.9467,53012.08821,102139.1521,86903.98708,164744.1547,110026.4563,5,5,285.95,1218312.631,1427368.6,1734031.073,1270973.074,929581.4836,1418415.194,1477607.164,1232213.206,1161231.875,741540.3271,1202155.556,1501078.338,1638684.112,1147389.921,1201663.144,1366453.69,1360195.748,1063368.513,1160544.158,1146175.836,1170931.985,1470379.307,1097330.359,1010552.911,1257815.731,1670787.964,1459614.888,1103469.12,1279357.316,1176660.168,1720612.006,1908281.953,1834266.47,1328776.748,1662556.253,1737547.92,1686822.851,1781736.078,1473708.614,1690709.875,1719209.147,1806862.311,1614627.931,1362849.937,1336447.404,1739804.051,1517745.283,1338970.731,1647537.743,1587033.374,1880184.565,1824625.42,1749341.515,1344353.613,1232770.535,1738141.756,1566361.166,2140876.003,1270196.659,1314487.61
AT4G39990.1,"| Symbols: ATRABA4B, ATRAB11G, ATGB3, RABA4B | RAB GTPase homolog A4B | chr4:18542722-18543779 FORWARD LENGTH=224",32,24,1,1,24.18181818,0.816015568,0.927001508,15362.1691,16298.64889,16724.89762,15357.67554,17851.53172,19117.90372,1840.140439,3262.980161,1876.426031,1889.481394,3366.743858,2537.005595,16,28,1,1,24.18181818,0.745959876,0.99615712,24945.59728,27492.63567,22655.46097,23780.75886,22365.65732,23116.36298,2931.829899,3394.477246,3167.761996,2736.132974,1487.154188,1137.163696,2,1,106.86,14044.04804,18622.42879,9777.318704,18805.26853,15561.78145,18566.56282,17455.06177,17054.21332,21746.89737,6670.509173,14505.12373,15801.02813,24162.60366,14801.02978,14354.70279,13254.87076,15701.21703,13304.03893,13592.41808,20935.83288,15312.11117,16293.94932,11191.83472,26969.70578,19490.0576,21511.5627,13723.39288,24799.72547,19471.9969,16082.84064,24209.79899,26344.81704,17579.68998,21488.93789,35104.7425,22274.86696,21262.33754,28779.37694,25119.24524,40027.35166,31692.73296,25630.54995,19068.20272,18787.27111,18098.54812,23077.22415,18739.06555,18993.14292,30466.7027,27627.65897,25847.01094,19441.82368,26050.48921,20609.6024,19879.36039,20551.26492,20473.84414,30079.90457,24742.01337,19734.7879
AT1G52360.2;AT3G15980.5,"| Symbols:  | Coatomer, beta' subunit | chr1:19499420-19505397 FORWARD LENGTH=970",32,24,1,1,24.18181818,0.904660943,0.960287339,86633.65838,89898.90788,83839.01262,77332.46012,84862.52407,91052.81937,13575.31904,11043.72825,9678.62784,5194.952795,5955.341687,4313.509123,20,24,0.346119064,1,22,0.420010731,0.954152035,118107.7287,128699.7698,129737.911,100031.0019,107186.385,117114.6508,6351.716329,10029.88027,13271.26174,6585.701393,9714.247635,4187.675773,3,2,148.56,61176.30433,122454.7539,73410.20756,102452.7144,73674.31174,94303.88955,108300.7655,106034.1033,86400.28653,54455.49453,58703.57587,113969.726,96602.4892,77535.84198,72383.43001,60205.97962,86499.0901,83850.61617,80055.21355,76051.40112,77053.44048,70556.03013,79253.82475,98774.76267,98674.56229,84373.01262,68697.84227,106304.3061,92241.53435,103647.4015,126534.9872,112109.23,96253.45378,123721.6646,131919.308,91964.10048,129075.4986,152939.9208,135562.7286,133956.6004,131015.4514,162300.5495,155550.6127,95974.36753,103848.574,97465.64794,86841.99392,79198.90914,109503.9287,127144.5296,128506.2501,116427.0441,100254.1633,108126.4181,82618.0493,82664.74941,99054.44797,205336.3601,97588.36347,100929.333
AT5G19690.1,| Symbols: STT3A | staurosporin and temperature sensitive 3-like A | chr5:6652649-6658214 FORWARD LENGTH=779,20,24,1,1,24.18181818,0.667941315,0.865983295,35800.24856,38755.69281,41216.98644,31670.86941,36572.20648,34597.1774,4459.646796,4422.224333,4866.175719,2467.5201,2277.599247,6144.934562,28,20,0.003520627,0.289609857,26,0.013774103,0.467561394,27088.50016,25574.77565,22877.02305,24946.27453,35946.64865,35905.93254,1966.23575,1396.57397,2946.886746,2407.406169,4122.854429,4846.115498,1,1,24.86,23735.02909,31949.9568,45207.00518,42197.84185,35911.4099,25640.1767,42920.16156,42924.53899,45515.87518,36777.7116,22856.44489,43002.1567,42009.71225,51123.58086,47093.03751,32806.37866,18297.02208,33275.3556,42343.89717,31631.69357,38385.4271,28868.42509,44646.20212,37244.81514,33716.16292,30885.428,35920.40646,24789.81092,46076.04713,35314.1945,29056.72294,31210.2992,30162.47882,20922.24377,24090.75609,20610.58581,28136.89678,28152.89598,26241.24639,24732.25331,18569.10299,25365.20694,20404.93456,18304.52761,31741.34315,23097.69378,20635.229,28371.50826,16888.25277,35738.68885,28068.25351,29872.47583,48645.28033,45074.73707,28072.49653,30742.62309,35374.17198,33069.2795,50671.60341,29671.98474
AT1G24100.1,| Symbols: UGT74B1 | UDP-glucosyl transferase 74B1 | chr1:8525547-8527010 REVERSE LENGTH=460,20,16,1,1,24.18181818,0.271546502,0.651711605,173922.8302,73053.52943,182807.7892,83299.18553,94447.58325,81572.90347,69995.96209,6538.477819,73840.29907,11049.12476,7523.618112,6237.847417,32,16,1,1,24.18181818,0.719628518,0.99615712,60160.16682,53370.95436,54443.75311,60928.68209,63789.37336,63905.36141,7090.749427,7789.705928,9053.955305,5345.022288,6787.128218,6482.287463,2,2,95.61,94954.52306,235379.2402,372102.5112,97897.768,69280.10844,81519.31849,80922.99359,69633.71042,80044.48244,53147.14221,65021.61649,372719.5283,354277.2649,65293.42028,56727.11582,121297.5407,62842.70745,74229.3646,77115.04842,81011.2665,91288.82348,104458.0571,112853.3236,77541.48482,86096.22726,90362.63947,51489.54782,88789.19408,77807.78606,99415.34993,40738.8097,52964.43364,78273.99574,74715.7612,54107.83383,48311.23904,40453.61385,56098.93689,39812.68009,82178.30193,32172.91559,68588.6528,71373.0592,48689.52653,51394.61141,72264.32052,47790.95874,65538.80203,56313.73786,62735.59127,77730.05894,46772.12539,59313.40685,72326.94506,62804.33058,47119.64493,76475.12001,86357.19616,58268.02054,51306.82543
AT1G70770.1;AT1G23170.2,"| Symbols:  | Protein of unknown function DUF2359, transmembrane | chr1:26688622-26691185 REVERSE LENGTH=610",32,20,0.380073897,1,26,0.027514285,0.3307114,97466.01475,109978.0595,91805.73325,114461.7117,113240.407,138001.2349,3293.73256,10314.96514,3897.653563,9020.682567,10695.14232,18586.6537,20,12,1,1,24.18181818,0.335340167,0.908346065,120690.9082,136113.3629,160715.9442,125185.9391,156624.3675,121918.1074,6089.051212,10296.1574,33904.86309,7322.541686,23746.82226,10045.42934,3,3,115.14,98115.73201,93972.50701,100430.6252,85262.03635,109549.1732,137378.4682,111460.9707,89789.2792,112001.232,99260.34729,97493.36043,99509.62538,88591.31408,95377.89431,78056.47204,127462.963,105096.2145,96086.08473,107991.9845,135671.3116,130209.8989,106221.5516,83757.38125,127306.5629,118706.6404,149489.887,183561.7598,107924.8535,93779.70133,155249.9728,127340.1892,128561.0783,118727.1889,97789.27949,131036.8053,170083.1185,136767.1936,143725.0093,112167.253,117824.2401,201383.6606,245568.0587,108283.05,136041.1487,112303.8033,114495.2808,144897.8933,117049.8372,135457.5845,114029.0997,224124.914,181815.8601,118117.8673,114061.3839,145001.8122,145734.5833,106284.1147,140151.3219,100540.2054,116880.3117
AT5G50250.1,| Symbols: CP31B | chloroplast RNA-binding protein 31B | chr5:20452677-20453965 REVERSE LENGTH=289,20,16,0.314750659,1,24,0.061706831,0.434437826,156831.4014,143329.2719,185485.7493,168455.916,165455.8597,146605.3767,12429.37659,7228.601608,6175.307627,17980.3182,5895.333626,4724.409766,16,32,1,1,24.18181818,0.29133557,0.879617224,181764.52,209551.8968,180242.6145,179004.0199,177437.0827,175148.5114,13207.45111,13471.20523,7945.780324,19376.79428,3438.847229,10649.76443,3,3,116.46,139224.5474,160188.1878,196711.379,137316.7456,150716.147,120359.3424,178271.3122,131883.6302,131371.8131,154760.2616,200067.9845,198396.7184,184546.281,168341.0185,176076.744,225121.8768,152374.525,160987.4511,159929.2898,143866.4375,173083.1966,190813.4952,159760.2559,159388.8048,144233.5461,169188.7601,172512.0671,123761.331,139569.1105,127995.6147,233594.0419,163237.9184,166395.9656,178373.5267,167221.1474,211605.3614,188475.5448,248577.8552,172550.8129,226549.9095,184857.5006,195451.5336,193665.5192,166317.4008,160921.118,175870.9422,233842.7431,165356.9174,142905.0352,177044.4614,181402.4015,181105.25,184853.6202,167340.2533,172483.8885,200498.3375,177129.2235,185952.5643,153206.215,158956.2169
AT1G32080.1,"| Symbols:  | membrane protein, putative | chr1:11537572-11539756 REVERSE LENGTH=512",32,12,1,1,24.18181818,0.192492172,0.575592319,145496.6937,237722.5013,196439.8535,241221.1534,218943.8444,304242.2047,19047.12067,61189.54228,43332.9345,44026.48759,47085.03524,98431.98991,12,24,0.15538942,1,26,0.290053295,0.879617224,383206.7537,302542.6964,321162.0323,265941.8947,281276.9687,321933.8257,19034.27262,24071.01389,48109.29591,21135.33563,44221.05747,12856.27513,2,2,144.06,154831.774,136914.7527,130973.1493,90417.96283,214345.8298,173625.5927,170296.5766,126619.5314,349533.7963,368537.0094,144126.6734,90892.64897,149159.3685,313172.75,284847.8263,184542.0703,224037.6121,179771.9869,248916.0659,368838.0317,152564.1149,160988.7486,151475.7704,321602.4817,308088.1067,265303.7161,271050.4045,133979.2419,398046.5075,452831.1533,331819.6413,364594.7931,376048.3064,446596.252,396974.7756,338507.2351,350304.8545,268360.2484,224771.2968,330769.8475,404193.3098,477153.9349,273511.1897,158976.1404,291975.5868,313415.2861,289767.2925,251461.7851,217496.949,257568.1608,387592.106,338382.274,252556.421,218186.4471,209667.5956,312321.8938,286781.7821,480133.6452,280680.39,249751.4172
AT5G56760.1,"| Symbols: ATSERAT1;1, SAT5, SAT-52, SERAT1;1 | serine acetyltransferase 1;1 | chr5:22961498-22962582 REVERSE LENGTH=312",28,12,1,1,24.18181818,0.132732719,0.539726524,16120.14789,20665.8957,16430.6544,19360.97849,23236.72999,20350.11652,2319.458183,2130.074023,1834.74281,1676.227351,2312.340821,1862.771021,32,20,0.89855873,1,26,0.355867966,0.919244773,11918.99019,12316.18805,11288.93478,15895.8121,13973.01461,16416.37118,1314.566956,2629.531221,1977.248889,1323.394828,1132.250856,1549.382911,1,1,24.79,20398.79201,11233.12616,21060.00813,12717.05273,15191.76043,26662.8558,22115.5914,18056.05319,17747.5897,18747.3884,14476.45519,22492.44722,11807.2012,18309.08131,15068.08707,18140.87175,21117.59147,14499.15104,21460.1896,21587.08856,26081.53054,19331.0299,21253.55693,29824.21837,19693.31421,32536.74552,19247.783,20380.51527,14746.80181,14838.73699,9271.095275,11545.48591,10061.9147,11902.37884,16814.07623,3020.901444,17197.95546,14240.89845,10300.75443,16820.43048,11237.64268,8013.906289,12987.72808,6707.895654,17497.50118,17247.06446,13203.32665,13416.87141,10852.26531,24759.53268,10704.82036,15472.26101,16902.80885,14793.87869,11991.30415,14287.33971,21157.95985,14049.62465,15036.13304,17550.79866
AT3G03250.1,"| Symbols: UGP, UGP1, AtUGP1 | UDP-GLUCOSE PYROPHOSPHORYLASE 1 | chr3:749761-754014 REVERSE LENGTH=469",32,24,0.89855873,1,24,0.289616285,0.66398123,1218308.848,1143511.141,1177219.32,1098921.956,1244109.989,1307666.605,52193.57622,33440.13582,61649.13813,57403.80113,105521.7472,171528.4527,16,32,1,1,24.18181818,0.777061236,0.99615712,1413240.921,1465230.907,1343083.29,1442016.053,1372142.482,1339423.96,73099.57616,91950.52214,95404.34711,91464.29422,23129.59531,59177.73037,16,7,926.08,1179820.869,1189249.089,1103935.626,1266568.816,1351969.841,1121409.136,1245851.498,1120080.841,1196918.62,1033295.612,1012678.297,1226598.277,1350549.663,1062213.377,1234056.985,1044934.529,965165.541,1022186.237,1220268.646,1242054.829,1034776.489,1173722.846,1181791.066,1534831.406,1295428.137,1289435.991,1320568.694,1128944.202,1147043.643,1652340.497,1179632.281,1604291.533,1427288.096,1340335.949,1514656.747,1211205.202,1317246.62,1483655.289,1723209.605,1590837.818,1171304.332,1624099.574,1409894.302,1202252.869,1307865.371,1498271.938,1162131.422,1516774.647,1558473.241,1474429.02,1288944.682,1335253.243,1489420.737,1345514.297,1401579.452,1174368.787,1368599.077,1552556.963,1406395.919,1195199.054
AT3G09840.1;AT3G53230.1;AT5G03340.1,"| Symbols: CDC48, ATCDC48, CDC48A | cell division cycle 48 | chr3:3019494-3022832 FORWARD LENGTH=809",28,24,0.079958785,0.617151274,24,0.277466322,0.654727896,2514671.471,2304705.498,2245165.726,2117726.897,2785733.744,2521231.971,77264.30868,245958.8641,72665.70596,145065.2576,48424.42279,86753.38072,32,24,0.972186253,1,24,0.507424468,0.971156148,2070391.412,2039380.066,1997567.845,1903025.033,2050622.86,2096048.998,63405.00941,58146.89148,82762.55796,125034.7786,66228.84982,70182.57566,19,19,1038.29,2441439.785,2636878.622,2429512.352,2806566.796,2258959.802,2961372.418,2168906.54,2495451.628,2018779.271,1879017.635,2218876.555,2424516.844,2398699.687,2124844.657,2058890.887,2487882.273,2177776.018,1790613.402,2020923.784,2111439.009,2387076.921,4715084.983,2283626.415,2368144.435,2174735.968,2520463.726,2861420.515,2246338.433,2543331.409,2434605.771,2096884.206,2212691.329,1987143.776,1871312.091,2183925.658,1991287.127,2124177.838,2144364.137,2104657.065,1832414.163,1914581.985,2292386.814,1990344.648,1780056.367,2010469.41,2232888.06,1657158.795,1786574.597,1809463.349,2029040.364,2063701.376,2245258.881,2004793.487,2001323.426,1938037.129,2123174.647,2102795.074,2364564.968,2068612.705,1821097.597
AT5G66570.1,"| Symbols: PSBO-1, OEE1, OEE33, OE33, PSBO1, MSP-1 | PS II oxygen-evolving complex 1 | chr5:26568744-26570124 FORWARD LENGTH=332",12,24,0.034204191,0.468696553,26,0.013925735,0.277976057,73661243.67,65595851.51,67030255.78,55793305.84,61848458.72,59769814.73,3729044.245,2362219.216,3323213.154,4880006.628,2861237.213,4999868.474,20,32,0.234658526,1,26,0.297092439,0.882286325,61422037.63,60964992.28,61488374.13,58543823.55,57437746.27,54752097.08,850748.3203,2829212.15,2257765.656,2893403.258,1374451.521,1621201.895,24,8,2003.46,62913769.53,77971220.06,77383203.23,71941521.65,78096503.85,70609934.9,66736075.91,67415655.54,59732624.65,63484966.55,65435182.91,76182978.87,72705447.57,57693866.01,63133803.53,67608525.57,50208358.96,44031113.1,58158129.91,58960401.67,58193393.3,69828537.48,54003453.38,67674273.89,59542635.54,57316441.8,68139011.7,47825485.57,62144016.36,63424118.22,59191345.69,61168473.86,63766873.34,60090462.6,62893032.66,53027106.81,63868033.73,55470682.4,64998275.1,67460863.36,62744272.8,69885293.14,64638459.79,51130968.79,59042876.13,63212468.34,50424159.99,56740814.39,61784069.77,60557605.23,56821407.88,58936659.99,60442527.27,52778907.33,58209228.85,50885198.59,53804796.12,65719303,55338203.64,48012984.04
AT5G38430.1,| Symbols:  | Ribulose bisphosphate carboxylase (small chain) family protein | chr5:15384350-15385155 REVERSE LENGTH=181,12,16,1,1,24.18181818,0.650042336,0.859809991,18563934.5,16006344.86,16157662.95,16079855.85,16938044.23,16474152.38,1703802.326,803921.765,852085.8368,1656843.593,914189.3946,176599.1566,28,12,1,1,24.18181818,0.066660194,0.682454375,12266932.68,14865729.23,13612057.34,14294116.07,15850105.35,14160501.97,718129.1433,942106.9549,472931.2455,1188717.145,480903.0862,469005.9355,24,6,2179.65,20321321.9,22238863.75,15745371.22,19173598,15340517.62,17342321.94,16693195.13,16527985.24,15869743.38,13598478.61,16088610.94,18513952.72,17569779.84,14560423.08,14055548.18,20260625.6,15695170.99,12617418.89,14598574.2,17227489.55,13521226.03,21538354.5,15305603.35,17825592.26,16499445.01,12374164.56,18362752.05,16863826.16,17439943.54,17330075.58,10039197.89,14138284,12956925.51,12911821.77,11288434.22,16711865,17187909.35,14716704.26,13508392.83,12203774.7,13761911.38,14970185.49,12821308.49,11959863.02,14547018.32,18328508.54,13438641.18,14227722.97,13274674.06,12201033.6,17146402.4,15927660.27,12668526.07,15757604.3,17750333.69,15501795.41,14171168.86,13468871.48,14439429.56,13221244.54
AT2G30620.1;AT1G06760.1,| Symbols:  | winged-helix DNA-binding transcription factor family protein | chr2:13045360-13046267 FORWARD LENGTH=273,24,28,1,1,24.18181818,0.782278187,0.919719507,181833.4919,180500.338,202681.9882,215599.8969,176393.9315,214039.7161,30249.12854,51498.23844,21844.37461,17771.72201,32810.87497,39792.67502,12,28,1,1,24.18181818,0.805485272,0.99615712,348008.3939,312804.9797,325447.2723,295835.0237,289366.8241,302347.618,22793.65214,36461.55298,22638.45474,31025.45788,44445.45865,40843.32279,2,2,90.38,174970.0464,251093.641,204805.9223,171529.9967,106767.8531,250577.7298,227635.716,139392.4959,249414.1849,35481.56371,123965.4945,219004.1254,193322.3096,224086.4257,253031.5857,153071.2657,288932.5551,184082.5299,228849.1051,223064.0287,178378.0092,197729.5226,153085.2243,97378.28822,255398.6135,290933.3408,204200.3708,175527.1562,267255.7757,132281.937,337087.7063,397564.1051,364974.6326,265515.9983,374899.527,321400.4012,403315.7742,378274.5067,246232.7875,214801.4289,405827.6177,363440.3862,330465.9629,227212.0545,300290.3404,395513.9196,268131.4581,271981.1829,274450.6537,269097.9042,303218.8186,380595.3599,356530.029,230484.9443,176004.9685,368757.6466,299896.4004,426059.3081,178363.894,238660.8408
AT5G57290.1,| Symbols:  | 60S acidic ribosomal protein family | chr5:23207049-23207835 REVERSE LENGTH=120,28,12,1,1,24.18181818,0.51377299,0.78191618,365172.3429,411772.0654,439303.7812,438323.1394,443482.4252,424723.0919,12831.64008,31666.46794,20874.20609,78459.02138,25675.21801,22331.12745,24,12,1,1,24.18181818,0.878574308,0.99615712,296150.4317,306170.6703,307577.4332,365927.6425,307329.1671,336020.8627,19744.65395,19952.83705,16704.18015,77636.57928,26627.42806,38624.11401,2,2,198.11,385893.7471,412881.4794,352367.3361,304555.1357,370164.0164,439298.8919,463241.6839,355468.8471,335194.3518,465656.5522,464138.0768,502667.5143,378486.9425,427780.217,423446.1553,674992.7098,370436.3799,330161.0925,460324.4052,355701.1095,383898.1489,543015.4072,371560.1561,435458.2482,483480.1659,412003.1136,491478.94,368364.1683,406056.0951,445713.1425,316603.8179,224275.2126,294962.5375,302116.4621,342794.1286,323069.7996,373771.9311,274222.8115,298672.7582,261116.0509,313484.2685,365662.2834,348882.4233,217900.8234,291957.3673,537767.3252,435434.7956,273348.5449,194080.5739,389006.9727,255915.923,368180.8576,312889.6797,331901.7522,267757.6232,348588.417,443002.4619,276138.9734,358221.9745,254152.4866
AT4G28706.4,| Symbols:  | pfkB-like carbohydrate kinase family protein | chr4:14167805-14172254 FORWARD LENGTH=440,20,24,1,1,24.18181818,0.911559001,0.96054033,24045.1249,24417.65203,24905.38953,20521.70876,24587.17575,24721.1106,4232.168299,1488.29552,2202.735658,1581.544777,1059.199083,5872.805511,12,32,excl. 0.64725823357811,excl. 1,26,0.373829377,0.931380418,18571.67237,18478.99247,18000.41839,16499.74142,15125.33147,14023.50961,2474.484304,1490.855195,2436.364973,1641.932553,1126.22085,906.2694495,1,1,22.02,25786.89531,14903.90659,21351.50241,23124.77136,35058.54881,26989.86994,14134.37717,24001.20247,25912.47538,31050.33521,26616.47059,17480.22203,22948.33896,27048.80582,30433.11026,18733.63706,18697.52984,17880.64821,22899.04391,24397.68479,22865.27114,34151.75695,19777.24351,24749.19014,21392.41698,23003.56982,29349.11344,12063.75002,30607.69157,28581.42815,16321.30371,11453.83503,18560.73499,19888.60424,26633.8839,12866.75932,20050.51875,21656.74472,18821.94354,18998.99603,14442.22073,21907.47919,15534.85488,13637.60223,24479.93492,19803.91943,15604.98702,14480.00317,11924.40428,20685.39321,12265.86285,14387.84052,15119.57252,16998.26265,16855.11881,12795.27239,17144.84478,9292.347672,15736.87271,15148.21052
AT3G63410.1,"| Symbols: APG1, VTE3, IEP37, E37 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr3:23415816-23417002 REVERSE LENGTH=338",32,24,1,1,24.18181818,0.307750281,0.677092363,1759401.676,1794750.607,1768889.333,1753941.356,1816759.07,2035671.147,55290.7042,128421.947,61341.03886,90166.87757,113659.4348,210164.7837,12,28,1,1,24.18181818,0.683060627,0.994668471,1658750.217,1571499.173,1636622.219,1520795.567,1497966.983,1505408.689,46272.2417,51463.60867,165715.9523,160091.9124,63469.77772,62648.46673,4,4,388.87,1769038.514,1760965.558,1610288.163,1777174.718,1879541.427,1999138.183,1965016.798,1531975.843,1948657.105,1528965.104,1555615.293,1716979.454,1824528.63,1841851.239,1905472.049,1621734.018,1567667.218,1782180.531,2050454.011,1747670.999,2025822.764,1776807.075,1598107.667,2018556.448,1664501.394,2177792.129,1943602.169,1610219.805,2138578.984,2308162.648,1700059.574,1694258.787,1757017.524,1484977.668,1657437.532,1444054.776,1713006.73,1631869.774,1462557.836,1606006.75,1870830.761,2026815.237,1472984.725,1493336.584,1319143.789,1947948.137,1176366.361,1572865.922,1451374.277,1455423.137,1393481.175,1670173.614,1556065.765,1416387.353,1453727.008,1423622.881,1583706.089,1751713.503,1483913.384,1284087.586
AT3G53580.1,| Symbols:  | diaminopimelate epimerase family protein | chr3:19864784-19866907 FORWARD LENGTH=362,12,32,0.82943527,1,26,0.123962853,0.539726524,552349.4301,537339.9569,545156.7782,466375.8002,498315.335,452029.8355,33485.11036,25876.85952,22377.24166,49223.6848,53046.26841,35058.4803,28,20,0.139644872,1,22,0.194083724,0.859865873,443070.457,443379.5517,410655.9095,410897.3447,495506.2638,446008.5329,19356.92963,28531.06601,29269.29064,23978.77693,31014.65698,33211.26788,5,5,310.89,561363.566,457374.9824,618823.9886,587373.2192,536811.3943,603591.3637,556126.76,533248.382,511722.7757,482010.5033,511875.8033,529906.0036,633493.1282,518965.773,531543.1828,585353.3131,412392.5696,435062.8732,533501.8903,365568.3546,601758.0449,477376.871,473400.2861,571738.8178,367302.6554,403453.3746,532279.6988,387261.1642,430065.4294,507089.5104,512523.4267,444129.2361,433748.2805,393634.3119,431317.0296,468480.4595,540669.3781,410003.9439,422422.9025,375321.0744,389978.0732,407413.4342,503150.1397,380916.6765,371821.2239,470397.8357,424868.6118,359006.7716,389179.8574,411033.6471,456724.4272,524438.1141,551709.9576,539102.1786,405556.6414,414507.4809,531803.3777,452940.7671,454257.3828,376533.6558
AT3G19480.1,| Symbols:  | D-3-phosphoglycerate dehydrogenase | chr3:6752590-6754650 FORWARD LENGTH=588,20,24,1,1,24.18181818,0.203683524,0.591364183,37927.97334,38100.66688,44500.75767,25665.77391,37404.08763,29909.38991,6123.288834,4436.610217,6805.826131,8401.110037,9517.326232,3094.391184,24,32,0.89855873,1,22,0.242089022,0.8776395,23096.98184,19364.77255,19288.99171,30233.29541,23382.21321,19238.72236,1229.764794,3161.170967,3469.843666,8251.487352,3257.529387,2754.896005,3,1,175.56,27482.29241,30447.75946,46663.83305,32415.95088,52630.03091,46992.7507,40670.5402,37459.46053,25625.28756,39755.29539,67818.85223,36939.96252,27812.76304,40140.96446,49791.24608,42557.86486,21803.58881,6880.378259,38439.88833,18647.14932,61804.22299,47426.71511,34922.21634,21897.69041,20969.59332,25110.15508,52627.83526,18128.42758,28691.49836,24989.03326,23842.13851,18689.97912,26281.12577,23244.65925,23427.00656,13024.44161,29795.38961,17244.83296,23092.72947,13666.46909,17807.33756,29035.00054,16391.71074,20174.89842,13036.01127,52718.39754,31143.73637,17840.66937,17676.94604,31786.72774,26299.54923,30723.31076,23622.71707,20350.40395,15915.08505,17397.96612,28506.3531,14670.99117,16599.86315,19018.43827
AT1G10760.1;AT4G24450.1,"| Symbols: SEX1, SOP1, SOP, GWD1, GWD | Pyruvate phosphate dikinase, PEP/pyruvate binding domain | chr1:3581210-3590043 REVERSE LENGTH=1399",12,24,0.020270105,0.36505493,26,0.027103098,0.329406886,384898.1694,356199.7403,334312.2445,290474.7168,337522.4928,328558.7511,16647.38212,16935.31652,12193.76096,23036.66688,19741.19751,29752.0064,20,32,0.139644872,1,24,0.293558626,0.880675877,299458.6326,308684.7853,327071.4847,319308.7068,302963.848,281348.0831,11656.94206,23740.7016,7756.298027,17637.67536,9372.175476,10737.80151,4,4,170.89,357688.5032,356826.6652,377493.1041,404685.6856,427796.8891,412241.9852,314728.4299,337710.8383,344349.6908,371967.7574,319109.6741,350445.6549,366257.3134,296409.7737,339338.8062,306816.8089,242306.4263,240982.098,309624.3134,352643.9372,312378.5636,399407.2928,280992.8576,375792.8881,319040.8621,331607.7981,364072.1411,269910.674,305696.6698,371506.4726,281685.0254,263380.6362,323394.4144,308101.3561,320731.7308,258110.0647,304951.4723,375901.9159,347502.8181,256957.6557,332988.3769,349994.4193,346579.6373,289934.1548,315860.8351,307655.3049,269452.5284,325256.8217,353769.4253,340409.4537,310987.0055,321877.0241,303704.3313,277965.0906,300285.7885,287136.406,300353.169,287683.6693,281821.5773,249745.594
