Uniprot.ID	Gene.Name	CT03	CT07	CT11	CT15	CT19	CT23	CT27	CT31	CT35	CT39	CT43	CT47	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
A0A087WRT2	Arpc2	0	0.463567801	0.263793227	0.276262985	0.215245035	0.397659524	0.501840088	0.436536367	0.437183517	0.314786497	0.354391652	0.307427495	0.330724515666667	0.501840088	0.13131091275779	NA	NA	NA
A0A087WRT3	Dhx9	0	0.002275665	-0.182725519	0.084163989	-0.04560884	-0.036039121	-0.022509581	-0.118249572	-0.270824295	0.103390767	0.058812171	0.164208568	-0.0219254806666667	0.164208568	0.176108736008449	NA	NA	NA
A0A087WRU0	Tns1	0	0.0692669	-0.122473131	0.11664974	0.084606459	-0.18276722	0.067098073	0.025736975	0.351245892	0.256683024	0.104067858	0.116924665	0.07391993625	0.351245892	0.330672277562329	NA	NA	NA
A0A087WRU2	Ank3	0	0.41983369	-0.344478967	0.105004514	0.119809732	0.315994172	0.267885975	-0.270274984	0.498565708	-0.019071671	-0.594273749	-0.688292654	-0.0157748528333333	0.498565708	0.660791619112091	NA	NA	NA
A0A087WRY4	Ndufs1	0	-0.056205321	0.147643984	-0.363676789	-0.092785852	0.198582927	-0.034758687	-0.043738323	0.018091984	0.045192068	0.065807052	-0.190296815	-0.025511981	0.198582927	0.928677558665773	NA	NA	NA
A0A087WRZ5	Tardbp	0	0.174827204	0.097240003	0.187388241	0.115209003	0.11040636	0.015362674	-0.018456447	-0.065829534	0.066529453	0.175931078	0.149218657	0.0839855576666667	0.187388241	0.212625948668333	NA	NA	NA
A0A087WS16	Col6a3	0	0.145662852	0.209699166	0.33367957	0.205543335	0.25735995	0.223299189	0.310063346	0.461088328	0.595650741	0.509672969	0.528164713	0.314990346583333	0.595650741	0.215385758138327	NA	NA	NA
A0A087WS17	Tardbp	0	0.174827204	0.097240003	0.187388241	0.115209003	0.11040636	0.015362674	-0.018456447	-0.065829534	0.066529453	0.175931078	0.149218657	0.0839855576666667	0.187388241	0.212625948668333	NA	NA	NA
A0A087WS23	Ktn1	0	-0.091369151	0.057189692	-0.207598506	-0.209594138	-0.778949986	-0.012934383	0.009752351	-0.129235991	-0.244085072	-0.519410001	-0.663294391	-0.232460798	0.057189692	0.0441524044654067	NA	NA	NA
A0A087WS31	Dnpep	0	0.416144434	0.260315832	0.300186913	0.154402515	0.429300362	0.354630007	0.235133463	0.226195428	-0.002751534	0.230631641	0.258040052	0.23851909275	0.429300362	0.582279269054829	NA	NA	NA
A0A087WS35	Tuba4a	0	0.795526039	-0.356145313	-0.237832609	-0.375411494	-0.692080811	-1.170102006	-0.546027412	-0.178017134	-0.479325168	-3.400428983	-1.95312092	-0.71608048425	0.795526039	0.167665904458468	NA	NA	NA
A0A087WS48	Bzw1	0	0.254188962	-0.144630623	0.213263228	0.019597352	0.428892166	0.188749248	-0.017015327	-0.034033248	-0.134125788	0.020566513	0.2622272	0.0881399735833333	0.428892166	0.211981813685491	NA	NA	NA
A0A087WS92	Hdlbp	0	-0.08730584	0.443286136	0.065083467	0.29826606	0.409534903	0.165381744	0.309049913	-0.227394981	0.178878579	0.379476413	0.221647323	0.179658643083333	0.443286136	0.198923817088887	NA	NA	NA
A0A087WS98	Actr3	0	0.349629835	0.23223114	0.217906836	0.311871604	0.339231942	0.339372514	0.33412752	0.301304099	0.098472478	0.359205789	0.337928298	0.26844017125	0.359205789	0.0578716529418753	NA	NA	NA
A0A087WSB0	Tuba4a	0	0.795526039	-0.356145313	-0.237832609	-0.375411494	-0.692080811	-1.170102006	-0.546027412	-0.178017134	-0.479325168	-3.400428983	-1.95312092	-0.71608048425	0.795526039	0.167665904458468	NA	NA	NA
A0A087WSC6	Tardbp	0	0.174827204	0.097240003	0.187388241	0.115209003	0.11040636	0.015362674	-0.018456447	-0.065829534	0.066529453	0.175931078	0.149218657	0.0839855576666667	0.187388241	0.212625948668333	NA	NA	NA
A0A087WSD3	Dnpep	0	0.416144434	0.260315832	0.300186913	0.154402515	0.429300362	0.354630007	0.235133463	0.226195428	-0.002751534	0.230631641	0.258040052	0.23851909275	0.429300362	0.582279269054829	NA	NA	NA
A0A087WSE4	Tardbp	0	0.174827204	0.097240003	0.187388241	0.115209003	0.11040636	0.015362674	-0.018456447	-0.065829534	0.066529453	0.175931078	0.149218657	0.0839855576666667	0.187388241	0.212625948668333	NA	NA	NA
A0A087WSE6	Dnpep	0	0.416144434	0.260315832	0.300186913	0.154402515	0.429300362	0.354630007	0.235133463	0.226195428	-0.002751534	0.230631641	0.258040052	0.23851909275	0.429300362	0.582279269054829	NA	NA	NA
A0A087WSH7	Tardbp	0	0.174827204	0.097240003	0.187388241	0.115209003	0.11040636	0.015362674	-0.018456447	-0.065829534	0.066529453	0.175931078	0.149218657	0.0839855576666667	0.187388241	0.212625948668333	NA	NA	NA
A0A087WSL5	Tuba4a	0	0.795526039	-0.356145313	-0.237832609	-0.375411494	-0.692080811	-1.170102006	-0.546027412	-0.178017134	-0.479325168	-3.400428983	-1.95312092	-0.71608048425	0.795526039	0.167665904458468	NA	NA	NA
A0A087WSL8	Nop58	0	0.008400743	-0.96008256	-0.154317315	-0.382907455	-0.314381849	-0.253577173	0.079143706	0.239708254	-0.608902186	0.45257765	0.065507915	-0.1524025225	0.45257765	0.815024396805313	NA	NA	NA
A0A087WSP0	Dst	0	1.102692325	0.771744991	0.353378305	0.907735261	1.002641182	1.045939189	0.658778782	0.934416735	0.762668016	0.685256683	0.8536874	0.756578239083333	1.102692325	0.248274510103655	NA	NA	NA
A0A087WSR7	Agfg1	0	0.583311242	0.480339301	-0.169318226	0.302481755	0.34341131	0.438365364	0.632989084	0.233890971	0.33951347	0.732104747	0.701794042	0.384906921666667	0.732104747	0.778244564847401	NA	NA	NA
A0A087WSU0	Dnpep	0	0.416144434	0.260315832	0.300186913	0.154402515	0.429300362	0.354630007	0.235133463	0.226195428	-0.002751534	0.230631641	0.258040052	0.23851909275	0.429300362	0.582279269054829	NA	NA	NA
A0A087WSU3	Ndufs1	0	-0.056205321	0.147643984	-0.363676789	-0.092785852	0.198582927	-0.034758687	-0.043738323	0.018091984	0.045192068	0.065807052	-0.190296815	-0.025511981	0.198582927	0.928677558665773	NA	NA	NA
A0A097BW18	Postn	0	-0.145494777	-0.334330911	-0.741972118	-0.435698376	-0.518199609	-0.922415148	-0.462182081	-0.025569769	-0.46816643	-0.948611083	-1.122050936	-0.5103909365	0	0.215847098717883	NA	NA	NA
A0A097BW21	Postn	0	-0.145494777	-0.334330911	-0.741972118	-0.435698376	-0.518199609	-0.922415148	-0.462182081	-0.025569769	-0.46816643	-0.948611083	-1.122050936	-0.5103909365	0	0.215847098717883	NA	NA	NA
A0A0A0MQ76	Nop58	0	0.008400743	-0.96008256	-0.154317315	-0.382907455	-0.314381849	-0.253577173	0.079143706	0.239708254	-0.608902186	0.45257765	0.065507915	-0.1524025225	0.45257765	0.815024396805313	NA	NA	NA
A0A0A0MQ79	Prrc2c	0	0.306102239	0.446769695	0.273125734	0.378393267	0.211514579	0.484952531	0.379851611	0.48623342	0.40352168	0.465610507	0.291134177	0.34393412	0.48623342	0.330775156115888	NA	NA	NA
A0A0A0MQA3	Serpina1a	0	0.455873579	0.588965087	0.635930938	0.675174273	0.806267464	1.270319806	0.608468304	1.00200549	0.362355465	1.214237196	1.250229826	0.739152285666667	1.270319806	0.572978515599253	NA	NA	NA
A0A0A0MQA5	Tuba4a	0	0.795526039	-0.356145313	-0.237832609	-0.375411494	-0.692080811	-1.170102006	-0.546027412	-0.178017134	-0.479325168	-3.400428983	-1.95312092	-0.71608048425	0.795526039	0.167665904458468	NA	NA	NA
A0A0A0MQF6	Gapdh	0	-0.036979467	0.444735984	0.029838341	0.266574767	-0.020406816	0.066883077	0.316033453	0.173331888	0.405591201	0.443157392	0.35303064	0.203482538333333	0.444735984	0.361593921546508	NA	NA	NA
A0A0A0MQG2	Sptbn1	0	0.378229147	0.175660031	0.165247546	0.336368134	0.361747266	0.393448039	0.29879069	0.158010939	0.194954747	0.420911248	0.37826151	0.271802441416667	0.420911248	0.0916044529919009	NA	NA	NA
A0A0A0MQH9	Prorsd1	0	0.076853209	0.296364719	-0.439624571	-0.033982681	0.338526928	-0.013385224	-0.338088316	-0.592781698	0.224276211	0.112185789	0.035435866	-0.0278516473333333	0.338526928	0.396355514109273	NA	NA	NA
A0A0A0MQJ3	Itgb1	0	0.251151912	0.397336582	0.334051641	0.424276645	0.234385406	0.243520813	0.331337518	0.389946981	0.312312202	0.658003224	0.662800521	0.353260287083333	0.662800521	0.370557504962941	NA	NA	NA
A0A0A6YVP6	Stam	0	0.266564941	0.154355878	-0.099485432	0.307338471	-0.068269412	0.235491072	0.396204417	0.130703208	0.219968233	0.003074152	0.118492812	0.138703195	0.396204417	0.42602629623253	NA	NA	NA
A0A0A6YVP9	Fmo1	0	0.306710485	0.53953292	0.772315784	0.992846041	0.941199466	0.869437475	0.452353778	0.323475397	0.565195863	1.097269891	0.799925502	0.638355216833333	1.097269891	0.0968489175151849	NA	NA	NA
A0A0A6YVR0	Cox5b	0	-0.213718196	-0.20385651	-0.012851938	-0.308485248	-0.16749225	-0.136454221	-0.120604404	-0.262395894	-0.302253913	-0.123223087	-0.09792444	-0.16243834175	0	0.353386402409007	NA	NA	NA
A0A0A6YVV2	Gpx1	0	0.183088853	-0.489059607	-0.991383497	-0.748313623	-0.25509047	-0.521829496	-0.133323023	-0.795314525	-0.886643656	-0.851150541	-0.805151582	-0.524514263916667	0.183088853	0.0170842267411612	NA	NA	NA
A0A0A6YVV5	Fubp3	0	0.156436416	0.345212406	0.200221168	0.22226103	0.2685243	0.232596252	0.37225057	0.099852804	0.379694077	0.446970509	0.470574802	0.2662161945	0.470574802	0.547607032029343	NA	NA	NA
A0A0A6YVZ0	Uqcrc1	0	0.002925074	-0.022133243	-0.172279255	-0.875010971	-0.371800606	-0.011288413	-0.082148312	-0.243505454	-0.329368775	-0.503803607	-0.79801218	-0.283868811833333	0.002925074	0.0649988233880722	NA	NA	NA
A0A0A6YW07	Impa1	0	0.221731364	-0.012797145	0.095154437	-0.175671092	0.171534132	0.182247337	0.01892419	0.188547082	0.070193177	-0.086220565	-0.175439296	0.0415169684166667	0.221731364	0.217881737232431	NA	NA	NA
A0A0A6YW41	Dag1	0	0.737289914	0.325419365	0.603844049	0.694447936	0.607218978	0.751336434	0.491357981	0.823334977	0.865268825	0.521385375	0.531754595	0.579388202416667	0.865268825	0.676724497454942	NA	NA	NA
A0A0A6YWA9	Gnai2	0	0.44352475	0.414837196	0.203561649	0.610520812	0.332686501	0.521624463	0.69975834	0.385714844	0.441290117	0.528939803	0.529271437	0.425977492666667	0.69975834	0.714511711845084	NA	NA	NA
A0A0A6YWE5	Prkar2a	0	-0.265643573	-1.64901755	1.703278207	-0.228372956	-0.198468932	0.102543235	-0.226737321	-0.41901678	1.902540836	-0.095922173	-0.059336957	0.0471538363333334	1.902540836	0.00483322526799362	NA	NA	NA
A0A0A6YWH3	Eprs	0	-0.060656921	0.185484036	-0.411173505	-0.134032786	0.17953028	0.013924011	0.11137649	-0.274773325	-0.236588889	-0.013644958	-0.071442323	-0.0593331575	0.185484036	0.202054070753542	NA	NA	NA
A0A0A6YWH7	Serpinc1	0	0.292645235	0.377297395	0.231415073	0.395537367	-0.115877017	0.949164534	0.771115853	0.696590324	0.503989762	0.667369346	0.516120713	0.440447382083333	0.949164534	0.802491193879664	NA	NA	NA
