Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
A0A5N5SIA2	234	24.55	27.03	5254146
A0A5N5SIA4	214	21.8	23.59	5254146
A0A5N5SIA6	203	22.12	25.42	5254146
A0A5N5SIA7	714	22.73	24.67	5254146
A0A5N5SIA9	207	25.14	28.43	5254146
A0A5N5SIB6	155	26.12	29.04	5254146
A0A5N5SIB7	524	23.67	26.67	5254146
A0A5N5SIB9	255	20.28	23.38	5254146
A0A5N5SIC1	273	23.88	26.54	5254146
A0A5N5SIC2	925	23.83	26.94	5254146
A0A5N5SIC4	175	23.65	27.08	5254146
A0A5N5SIC8	380	25.17	28.27	5254146
A0A5N5SID1	150	23.74	25.23	5254146
A0A5N5SID2	220	22.14	23.65	5254146
A0A5N5SID4	512	25.24	28.88	5254146
A0A5N5SID7	50	28.12	29.49	5254146
A0A5N5SIE1	68	26.8	29.82	5254146
A0A5N5SIE3	1641	22.83	25.44	5254146
A0A5N5SIE5	829	24.67	27.57	5254146
A0A5N5SIE9	343	25.71	28.39	5254146
A0A5N5SIF0	400	24.25	27.35	5254146
A0A5N5SIF4	516	24.33	26.66	5254146
A0A5N5SIF5	438	23.68	26.33	5254146
A0A5N5SIF8	719	22.58	24.57	5254146
A0A5N5SIG0	356	24.91	27.94	5254146
A0A5N5SIG3	444	21.46	23.2	5254146
A0A5N5SIG5	142	20.42	22.36	5254146
A0A5N5SIG8	1273	23.31	25.28	5254146
A0A5N5SIG9	723	23.3	25.5	5254146
A0A5N5SIH2	203	22.59	25.25	5254146
A0A5N5SIH4	262	23.04	25.27	5254146
A0A5N5SIH8	1354	23.86	25.85	5254146
A0A5N5SIH9	396	25.04	28.71	5254146
A0A5N5SII1	46	29.35	30.68	5254146
A0A5N5SII2	80	26.03	28.69	5254146
A0A5N5SII8	161	23.9	26.23	5254146
A0A5N5SIJ1	116	25.72	27.98	5254146
A0A5N5SIJ3	171	23.72	27.79	5254146
A0A5N5SIJ6	362	25.9	28.57	5254146
A0A5N5SIJ8	456	25.48	28.23	5254146
A0A5N5SIJ9	986	21.9	23.56	5254146
A0A5N5SIK1	447	24.64	28.23	5254146
A0A5N5SIK4	492	25.11	27.86	5254146
A0A5N5SIK6	189	23.25	25.63	5254146
A0A5N5SIK8	169	25.8	28.94	5254146
A0A5N5SIL1	548	27.87	31.92	5254146
A0A5N5SIL3	166	24.8	27.65	5254146
A0A5N5SIL5	248	23.11	25.45	5254146
A0A5N5SIL7	97	24.95	27.08	5254146
A0A5N5SIM1	169	24.5	29.13	5254146
A0A5N5SIM2	686	23.3	25.59	5254146
A0A5N5SIM5	210	23.65	26.02	5254146
A0A5N5SIM8	191	22.44	23.72	5254146
A0A5N5SIM9	98	26.05	29.18	5254146
A0A5N5SIN1	464	21.36	23.84	5254146
A0A5N5SIN2	525	23.83	26.28	5254146
A0A5N5SIN6	535	22.92	24.74	5254146
A0A5N5SIP0	81	23.4	26.06	5254146
A0A5N5SIP1	75	23.24	26.32	5254146
A0A5N5SIP4	127	21.58	24.39	5254146
A0A5N5SIP5	135	26.08	29.45	5254146
A0A5N5SIP6	560	24.42	26.35	5254146
A0A5N5SIP9	631	23.22	25.5	5254146
A0A5N5SIQ1	435	23.51	25.59	5254146
A0A5N5SIQ2	69	22.37	25.75	5254146
A0A5N5SIQ3	424	22.42	24	5254146
A0A5N5SIQ5	241	25.91	27.52	5254146
A0A5N5SIQ6	310	22.46	24.04	5254146
A0A5N5SIQ8	190	24.03	26.28	5254146
A0A5N5SIQ9	106	24.63	26.74	5254146
A0A5N5SIR0	482	24.91	27.61	5254146
A0A5N5SIR1	448	25.25	27.91	5254146
A0A5N5SIR3	433	22.03	24.04	5254146
A0A5N5SIR4	326	25.58	28.56	5254146
A0A5N5SIR5	268	24.16	26.41	5254146
A0A5N5SIR6	1191	21.91	24.42	5254146
A0A5N5SIR8	242	26.15	28.69	5254146
A0A5N5SIR9	346	22.47	24.7	5254146
A0A5N5SIS1	1436	24.63	27.22	5254146
A0A5N5SIS2	157	22.5	24.79	5254146
A0A5N5SIS4	87	27.58	31.56	5254146
A0A5N5SIS5	162	24.28	25.35	5254146
A0A5N5SIS7	186	22.45	24.79	5254146
A0A5N5SIS8	191	24.38	26.42	5254146
A0A5N5SIS9	409	23.76	26.9	5254146
A0A5N5SIT1	151	22.38	25	5254146
A0A5N5SIT2	290	23.8	26.46	5254146
A0A5N5SIT3	398	22.42	23.82	5254146
A0A5N5SIT4	112	25.79	29.94	5254146
A0A5N5SIT6	441	23.27	25.9	5254146
A0A5N5SIT7	325	25.48	27.98	5254146
A0A5N5SIT8	735	23.88	26.3	5254146
A0A5N5SIU0	332	25.78	28.85	5254146
A0A5N5SIU1	435	25.5	27.71	5254146
A0A5N5SIU3	379	21.53	24	5254146
A0A5N5SIU4	472	23.57	25.79	5254146
A0A5N5SIU6	868	24.39	27.2	5254146
A0A5N5SIU7	324	21.55	23.25	5254146
A0A5N5SIU8	477	24.37	27.34	5254146
A0A5N5SIU9	677	24.36	27.01	5254146
A0A5N5SIV0	323	22.69	25.38	5254146
A0A5N5SIV1	271	24.44	27.16	5254146
A0A5N5SIV2	603	20.76	22.04	5254146
A0A5N5SIV4	481	23.97	25.47	5254146
A0A5N5SIV5	87	26.29	29.83	5254146
A0A5N5SIV7	460	25.34	28.6	5254146
A0A5N5SIV9	145	28.51	32.28	5254146
A0A5N5SIW1	280	25.3	28.26	5254146
A0A5N5SIW2	1005	22.36	24.84	5254146
A0A5N5SIW3	71	26.95	30.49	5254146
A0A5N5SIW5	139	24.99	27.62	5254146
A0A5N5SIW6	623	23.81	25.88	5254146
A0A5N5SIW7	1168	21.21	23.13	5254146
A0A5N5SIW8	497	23.9	26.16	5254146
A0A5N5SIX0	192	21.44	23.82	5254146
A0A5N5SIX1	220	25.3	27.77	5254146
A0A5N5SIX3	313	25.35	28.33	5254146
A0A5N5SIX4	158	26.57	29.54	5254146
A0A5N5SIX6	155	21.39	23.68	5254146
A0A5N5SIX7	2236	23.4	25.8	5254146
A0A5N5SIX8	147	24.37	26.9	5254146
A0A5N5SIX9	140	23.05	25.97	5254146
A0A5N5SIY2	64	25.52	27.3	5254146
A0A5N5SIY3	352	23.89	26.17	5254146
A0A5N5SIY5	61	22.64	26.38	5254146
A0A5N5SIY6	235	24.78	26.94	5254146
A0A5N5SIY7	474	22.49	24.86	5254146
A0A5N5SIY9	116	26.69	29.94	5254146
A0A5N5SIZ1	483	25.71	28.51	5254146
A0A5N5SIZ2	365	24.28	27.49	5254146
A0A5N5SIZ4	508	23.12	25.37	5254146
A0A5N5SIZ5	303	24.77	27.19	5254146
A0A5N5SIZ6	364	23.8	26.61	5254146
A0A5N5SIZ8	388	22.2	24.48	5254146
A0A5N5SJ00	281	23.57	26.15	5254146
A0A5N5SJ01	337	24.12	27.14	5254146
A0A5N5SJ02	1510	23.33	25.94	5254146
A0A5N5SJ03	564	25.35	28.23	5254146
A0A5N5SJ05	300	24.96	27.7	5254146
A0A5N5SJ06	299	25.59	28.59	5254146
A0A5N5SJ07	552	22.33	22.83	5254146
A0A5N5SJ08	373	21.11	22.43	5254146
A0A5N5SJ09	1207	24.01	26.92	5254146
A0A5N5SJ10	540	24.05	26.21	5254146
A0A5N5SJ11	275	23.53	26.33	5254146
A0A5N5SJ12	2308	24.02	26.48	5254146
A0A5N5SJ13	146	25.54	28.73	5254146
A0A5N5SJ14	246	23.98	26.83	5254146
A0A5N5SJ15	223	21.32	22.79	5254146
A0A5N5SJ16	329	25.04	27.7	5254146
A0A5N5SJ17	124	25.52	28.03	5254146
A0A5N5SJ18	326	25.23	27.85	5254146
A0A5N5SJ19	205	25.93	28.87	5254146
A0A5N5SJ20	307	24.02	25.96	5254146
A0A5N5SJ21	382	23.87	26.52	5254146
A0A5N5SJ22	256	25.76	28.66	5254146
A0A5N5SJ23	445	25.84	27.92	5254146
A0A5N5SJ24	323	22.88	25.02	5254146
A0A5N5SJ25	101	22.15	23.92	5254146
A0A5N5SJ26	222	26.42	29.14	5254146
A0A5N5SJ27	986	23.03	25.12	5254146
A0A5N5SJ28	1423	23.37	25.69	5254146
A0A5N5SJ29	241	24.4	26.89	5254146
A0A5N5SJ30	466	22.64	24.62	5254146
A0A5N5SJ31	105	24.93	27.66	5254146
A0A5N5SJ32	484	24.27	26.95	5254146
A0A5N5SJ33	112	24.86	28.84	5254146
A0A5N5SJ34	124	23.91	26.3	5254146
A0A5N5SJ35	168	24.98	28.21	5254146
A0A5N5SJ36	715	22.91	24.64	5254146
A0A5N5SJ37	1524	23.76	25.87	5254146
A0A5N5SJ38	115	24.87	27.67	5254146
A0A5N5SJ39	316	23.01	25.3	5254146
A0A5N5SJ40	369	23.5	26.02	5254146
A0A5N5SJ41	272	23.51	26.11	5254146
A0A5N5SJ42	525	24.96	26.49	5254146
A0A5N5SJ43	1064	24.33	27.23	5254146
A0A5N5SJ44	369	23.67	25.94	5254146
A0A5N5SJ45	523	23.43	26.13	5254146
A0A5N5SJ46	148	25.03	28.76	5254146
A0A5N5SJ47	449	25.84	29.4	5254146
A0A5N5SJ48	677	22.88	24.91	5254146
A0A5N5SJ49	515	23.25	26.1	5254146
A0A5N5SJ50	618	22.67	25.04	5254146
A0A5N5SJ51	159	25.05	28.27	5254146
A0A5N5SJ52	234	23.49	25.93	5254146
A0A5N5SJ53	368	24.5	26.58	5254146
A0A5N5SJ54	98	21.25	23.56	5254146
A0A5N5SJ55	536	24.65	27.31	5254146
A0A5N5SJ56	494	24.96	27.23	5254146
A0A5N5SJ57	287	23.38	25.05	5254146
A0A5N5SJ58	546	22	23.7	5254146
A0A5N5SJ59	71	24.97	28.15	5254146
A0A5N5SJ60	738	25.19	27.63	5254146
A0A5N5SJ61	38	22.54	24.03	5254146
A0A5N5SJ62	239	22.99	25.39	5254146
A0A5N5SJ63	605	23.85	25.83	5254146
A0A5N5SJ64	382	25.97	28.42	5254146
A0A5N5SJ65	745	23.57	25.95	5254146
A0A5N5SJ66	366	24.58	26.8	5254146
A0A5N5SJ67	640	24.17	26.75	5254146
A0A5N5SJ68	383	24.94	27.65	5254146
A0A5N5SJ69	75	25.51	28.29	5254146
A0A5N5SJ70	143	23.43	25.77	5254146
A0A5N5SJ71	205	24.35	26.74	5254146
A0A5N5SJ72	572	22.5	24.19	5254146
A0A5N5SJ73	67	25.69	29.13	5254146
A0A5N5SJ74	1172	23.06	25.66	5254146
A0A5N5SJ75	158	25.09	28	5254146
A0A5N5SJ76	342	24.25	27.15	5254146
A0A5N5SJ77	399	24.18	26.23	5254146
A0A5N5SJ78	498	24.39	27.11	5254146
A0A5N5SJ79	458	25.15	27.82	5254146
A0A5N5SJ80	66	25.29	27.98	5254146
A0A5N5SJ81	213	23.23	25.73	5254146
A0A5N5SJ82	93	22.52	25.04	5254146
A0A5N5SJ83	170	21.46	22.26	5254146
A0A5N5SJ84	837	22.38	24.11	5254146
A0A5N5SJ85	228	21.77	23.78	5254146
A0A5N5SJ86	249	22.02	23.29	5254146
A0A5N5SJ87	163	23.64	26.06	5254146
A0A5N5SJ88	709	22.46	24.13	5254146
A0A5N5SJ89	1050	23.6	25.85	5254146
A0A5N5SJ90	225	25.52	28.53	5254146
A0A5N5SJ91	292	23.84	25.98	5254146
A0A5N5SJ92	330	24.38	27.08	5254146
A0A5N5SJ93	389	20.65	22.26	5254146
A0A5N5SJ94	151	24.08	27.4	5254146
A0A5N5SJ95	184	22.02	25.02	5254146
A0A5N5SJ96	453	24.95	27.87	5254146
A0A5N5SJ97	150	23.79	26.72	5254146
A0A5N5SJ98	122	28.37	31.97	5254146
A0A5N5SJ99	848	23.37	24.5	5254146
A0A5N5SJA0	607	23.33	25.14	5254146
A0A5N5SJA1	216	26.78	30.14	5254146
A0A5N5SJA2	475	24.36	26.59	5254146
A0A5N5SJA3	62	22.36	25.39	5254146
A0A5N5SJA4	364	24.36	27.1	5254146
A0A5N5SJA5	519	23.41	25.67	5254146
A0A5N5SJA6	995	22.19	24.4	5254146
A0A5N5SJA7	199	24.38	27.17	5254146
A0A5N5SJA8	235	25.87	29.76	5254146
A0A5N5SJA9	275	23.71	26.26	5254146
A0A5N5SJB0	371	23.78	26.58	5254146
A0A5N5SJB1	183	25.88	29.09	5254146
A0A5N5SJB2	394	23.19	25.5	5254146
A0A5N5SJB3	373	25.95	29.23	5254146
A0A5N5SJB4	76	22.39	24.97	5254146
A0A5N5SJB5	165	21.93	24	5254146
A0A5N5SJB6	777	22.11	23.75	5254146
A0A5N5SJB7	330	25.65	28.25	5254146
A0A5N5SJB8	128	22.55	23.89	5254146
A0A5N5SJB9	274	23.73	23.96	5254146
A0A5N5SJC0	1569	22.54	24.68	5254146
A0A5N5SJC1	138	24.95	28.15	5254146
A0A5N5SJC2	62	22.09	23.25	5254146
A0A5N5SJC3	122	24.25	27.1	5254146
A0A5N5SJC4	853	22.06	23.85	5254146
A0A5N5SJC5	238	24.62	27.04	5254146
A0A5N5SJC6	351	24.87	27.02	5254146
A0A5N5SJC7	821	23.41	25.9	5254146
A0A5N5SJC8	134	26.42	30.35	5254146
A0A5N5SJC9	129	24.69	28.81	5254146
A0A5N5SJD0	808	21.9	23.41	5254146
A0A5N5SJD1	393	22.96	25.69	5254146
A0A5N5SJD2	440	23.94	26.54	5254146
A0A5N5SJD3	246	23.24	23.91	5254146
A0A5N5SJD4	576	23.43	25.54	5254146
A0A5N5SJD5	1021	21.79	24.05	5254146
A0A5N5SJD6	333	24.11	26.68	5254146
A0A5N5SJD7	523	22.68	24.59	5254146
A0A5N5SJD8	318	24.52	28.32	5254146
A0A5N5SJD9	621	23.26	25.25	5254146
A0A5N5SJE0	246	24.16	26.95	5254146
A0A5N5SJE1	123	23.73	26.65	5254146
A0A5N5SJE2	278	21.44	22.42	5254146
A0A5N5SJE3	1184	16.48	19.52	5254146
A0A5N5SJE4	85	25.18	27.25	5254146
A0A5N5SJE5	434	24.24	25.83	5254146
A0A5N5SJE6	176	24.25	27.24	5254146
A0A5N5SJE7	268	25.6	28.21	5254146
A0A5N5SJE8	178	27.24	30.53	5254146
A0A5N5SJE9	105	24.26	26.56	5254146
A0A5N5SJF0	222	28.42	32.35	5254146
A0A5N5SJF1	145	24.47	27	5254146
A0A5N5SJF2	515	22.79	24.52	5254146
A0A5N5SJF3	225	23.38	25.62	5254146
A0A5N5SJF4	127	26.89	29.84	5254146
A0A5N5SJF5	1207	22.03	23.89	5254146
A0A5N5SJF6	70	24.65	27.75	5254146
A0A5N5SJF7	54	25.59	28.26	5254146
A0A5N5SJF8	462	24.66	26.95	5254146
A0A5N5SJF9	2457	23.81	27.01	5254146
A0A5N5SJG0	85	23.06	24.92	5254146
A0A5N5SJG1	147	22.87	26.48	5254146
A0A5N5SJG2	242	25.14	27.86	5254146
A0A5N5SJG3	429	24.68	27.19	5254146
A0A5N5SJG4	1177	23.3	25.24	5254146
A0A5N5SJG5	350	24.41	26.73	5254146
A0A5N5SJG6	85	24.88	28.01	5254146
A0A5N5SJG7	113	24.04	26.75	5254146
A0A5N5SJG8	64	20.69	22.89	5254146
A0A5N5SJG9	942	24.7	27.39	5254146
A0A5N5SJH0	700	22.37	24.48	5254146
A0A5N5SJH1	324	23.66	26.92	5254146
A0A5N5SJH2	113	25.69	28.3	5254146
A0A5N5SJH3	278	26.48	28.39	5254146
A0A5N5SJH4	71	20.51	21.8	5254146
A0A5N5SJH5	264	23.13	25.03	5254146
A0A5N5SJH6	420	22.71	25.06	5254146
A0A5N5SJH7	345	23.16	23.4	5254146
A0A5N5SJH8	217	24.86	28.76	5254146
A0A5N5SJH9	354	25.26	27.35	5254146
A0A5N5SJI0	138	19.8	21.8	5254146
A0A5N5SJI1	111	22.57	25.1	5254146
A0A5N5SJI2	355	23.28	25.64	5254146
A0A5N5SJI3	205	25	26.8	5254146
A0A5N5SJI4	271	22.19	24.06	5254146
A0A5N5SJI5	1643	21.97	23.22	5254146
A0A5N5SJI6	1377	23.55	25.65	5254146
A0A5N5SJI7	1473	24.02	26.68	5254146
A0A5N5SJI8	2344	20.96	22.42	5254146
A0A5N5SJI9	200	21.16	23.6	5254146
A0A5N5SJJ0	1319	23.28	25.42	5254146
A0A5N5SJJ1	133	23.03	25.7	5254146
A0A5N5SJJ2	192	24.36	26.67	5254146
A0A5N5SJJ3	53	27.58	30.24	5254146
A0A5N5SJJ4	361	21.83	23.92	5254146
A0A5N5SJJ5	137	26.31	29.59	5254146
A0A5N5SJJ6	917	22.75	25.09	5254146
A0A5N5SJJ7	124	27.21	30.81	5254146
A0A5N5SJJ8	615	24.06	26.7	5254146
A0A5N5SJJ9	85	23.56	26.62	5254146
A0A5N5SJK0	1314	22.24	24.49	5254146
A0A5N5SJK1	127	22.13	24.38	5254146
A0A5N5SJK2	326	27.1	30.78	5254146
A0A5N5SJK3	642	23.05	25.1	5254146
A0A5N5SJK4	104	23.8	26.02	5254146
A0A5N5SJK5	204	24.13	26.06	5254146
A0A5N5SJK6	534	24.36	26.84	5254146
A0A5N5SJK7	254	22.69	25.08	5254146
A0A5N5SJK8	178	22.97	25.17	5254146
A0A5N5SJK9	85	23.1	25.31	5254146
A0A5N5SJL0	218	25.32	28.55	5254146
A0A5N5SJL1	507	22.72	25.61	5254146
A0A5N5SJL2	11	20.39	22.73	5254146
A0A5N5SJL3	66	25.67	27.55	5254146
A0A5N5SJL4	669	22.62	24.76	5254146
A0A5N5SJL5	534	24.64	26.9	5254146
A0A5N5SJL6	95	24.29	27.12	5254146
A0A5N5SJL7	169	23.22	26.04	5254146
A0A5N5SJL8	843	23.61	26.22	5254146
A0A5N5SJL9	463	21.95	23.79	5254146
A0A5N5SJM0	179	24.27	26.22	5254146
A0A5N5SJM1	369	25.82	28.47	5254146
A0A5N5SJM2	100	26.14	29.79	5254146
A0A5N5SJM3	101	23.04	24.13	5254146
A0A5N5SJM4	245	23.23	25.27	5254146
A0A5N5SJM5	487	24.1	26.25	5254146
A0A5N5SJM6	603	24.38	27.37	5254146
A0A5N5SJM7	285	20.03	22.39	5254146
A0A5N5SJM8	243	24.35	26.67	5254146
A0A5N5SJM9	161	18.1	20.36	5254146
A0A5N5SJN0	103	22.49	24.96	5254146
A0A5N5SJN1	2179	22.03	24.26	5254146
A0A5N5SJN2	970	21.37	22.41	5254146
A0A5N5SJN3	55	26.1	29.45	5254146
A0A5N5SJN4	404	24.33	27.35	5254146
A0A5N5SJN5	1050	23.54	25.94	5254146
A0A5N5SJN6	464	24.1	26.63	5254146
A0A5N5SJN7	171	24.32	27	5254146
A0A5N5SJN8	98	27.32	30.6	5254146
A0A5N5SJN9	2140	22.57	24.43	5254146
A0A5N5SJP0	366	21.41	23.06	5254146
A0A5N5SJP1	212	23.63	25.73	5254146
A0A5N5SJP2	744	22.43	24.28	5254146
A0A5N5SJP3	554	23.01	25.15	5254146
A0A5N5SJP4	78	23.46	26.38	5254146
A0A5N5SJP5	128	25.05	27.64	5254146
A0A5N5SJP6	320	23.79	26.09	5254146
A0A5N5SJP7	459	22.84	24.36	5254146
A0A5N5SJP8	640	22.8	24.83	5254146
A0A5N5SJP9	122	25.54	28.91	5254146
A0A5N5SJQ0	440	18.61	19.84	5254146
A0A5N5SJQ1	317	26.5	29.12	5254146
A0A5N5SJQ2	665	22.58	23.71	5254146
A0A5N5SJQ3	96	24.86	26.6	5254146
A0A5N5SJQ4	312	23.93	26.56	5254146
A0A5N5SJQ5	846	23.42	25.77	5254146
A0A5N5SJQ6	213	23.3	25.69	5254146
A0A5N5SJQ7	117	22.81	26.21	5254146
A0A5N5SJQ8	216	20.2	21.23	5254146
A0A5N5SJQ9	383	23.75	27.02	5254146
A0A5N5SJR0	1034	24.38	26.92	5254146
A0A5N5SJR1	314	23.35	25.5	5254146
A0A5N5SJR2	108	30.56	34.2	5254146
A0A5N5SJR3	178	24.82	27.31	5254146
A0A5N5SJR4	185	25.38	27.9	5254146
A0A5N5SJR5	172	23.42	25.47	5254146
A0A5N5SJR6	109	27.03	29.85	5254146
A0A5N5SJR7	207	25.03	28.24	5254146
