Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
MCINX010847-PA	119	23.06	25.61	5312437
MCINX008813-PA	128	25.64	27.69	5312437
MCINX005223-PA	475	23.66	26.29	5312437
MCINX014271-PA	210	23.18	26.41	5312437
MCINX006129-PA	215	24.35	26.71	5312437
MCINX016581-PA	183	22.67	24.81	5312437
MCINX006098-PA	147	22.57	23.01	5312437
MCINX011127-PA	410	22.37	24.61	5312437
MCINX015453-PA	301	23.53	26.55	5312437
MCINX006403-PA	132	22.53	23.9	5312437
MCINX013582-PA	824	26.57	29.63	5312437
MCINX014756-PA	276	25.49	28.65	5312437
MCINX007762-PA	719	21.94	24.19	5312437
MCINX004934-PA	178	25.16	27.6	5312437
MCINX013011-PA	161	27.48	31.16	5312437
MCINX005406-PA	618	23.08	25.47	5312437
MCINX000811-PA	63	27.48	30.11	5312437
MCINX007821-PA	190	23.79	25.83	5312437
MCINX009975-PA	138	25.25	28.31	5312437
MCINX009398-PA	952	24.53	27.44	5312437
MCINX001959-PA	233	22.81	24.27	5312437
MCINX004111-PA	385	27.06	30.91	5312437
MCINX015850-PA	112	20.59	22.01	5312437
MCINX000863-PA	112	26.16	30.13	5312437
MCINX008360-PA	210	24.3	25.95	5312437
MCINX002550-PA	141	23.74	26.76	5312437
MCINX011182-PA	224	24.86	27.33	5312437
MCINX003583-PA	359	23.46	25.43	5312437
MCINX003231-PA	698	23.57	25.98	5312437
MCINX015055-PA	212	21.01	21.42	5312437
MCINX015715-PA	235	26.86	29.54	5312437
MCINX003681-PA	297	23.69	26.12	5312437
MCINX013110-PA	657	23.98	26.76	5312437
MCINX007808-PA	495	21.65	23.42	5312437
MCINX000051-PA	73	24.72	26.51	5312437
MCINX006317-PA	156	22.13	23.76	5312437
MCINX003186-PA	128	23.37	25.95	5312437
MCINX001685-PA	492	24.84	27.71	5312437
MCINX006218-PA	144	23.88	25.05	5312437
MCINX008269-PA	1663	26.99	30.25	5312437
MCINX010097-PA	142	22.46	24.54	5312437
MCINX016404-PA	184	22.68	24.94	5312437
MCINX003687-PA	1489	22.86	24.98	5312437
MCINX007204-PA	75	23.02	25.84	5312437
MCINX007344-PA	253	21.72	23.53	5312437
MCINX012754-PA	472	23.33	24.1	5312437
MCINX009644-PA	303	23.77	26.34	5312437
MCINX004518-PA	251	25.69	28.9	5312437
MCINX013610-PA	153	24.49	26.96	5312437
MCINX012391-PA	558	23.75	26.47	5312437
MCINX004246-PA	280	22.19	24.51	5312437
MCINX012319-PA	472	22.91	24.57	5312437
MCINX006948-PA	148	23.6	26.03	5312437
MCINX009331-PA	102	23.94	27.44	5312437
MCINX012855-PA	186	25.2	27.72	5312437
MCINX006014-PA	259	23.5	26.27	5312437
MCINX004365-PA	100	28.81	33.89	5312437
MCINX006406-PA	69	24.77	28.67	5312437
MCINX007336-PA	65	25.79	28.08	5312437
MCINX005826-PA	289	23.75	26.4	5312437
MCINX006436-PA	284	23.86	26.64	5312437
MCINX004725-PA	360	27.42	29.53	5312437
MCINX009902-PA	168	23.12	24.49	5312437
MCINX009228-PA	403	26.98	30.71	5312437
MCINX011626-PA	246	24.46	27.32	5312437
MCINX015281-PA	126	24.58	27.49	5312437
MCINX001033-PA	344	24.44	26.28	5312437
MCINX009105-PA	776	20.66	22.7	5312437
MCINX011043-PA	1237	23.42	25.52	5312437
MCINX010885-PA	518	25.7	29.31	5312437
MCINX014961-PA	59	21.22	22.44	5312437
MCINX012135-PA	176	24.72	26.81	5312437
MCINX006462-PA	402	21	22.64	5312437
MCINX013418-PA	126	25.52	28.98	5312437
MCINX013900-PA	1038	24.82	28.22	5312437
MCINX014253-PA	957	24.01	26.51	5312437
MCINX011580-PA	116	22.32	24.67	5312437
MCINX015025-PA	432	21.45	23.29	5312437
MCINX007749-PA	204	27.5	30.48	5312437
MCINX009836-PA	425	21.24	22.17	5312437
MCINX004593-PA	59	25.46	28.23	5312437
MCINX006783-PA	152	23.57	25.15	5312437
MCINX000301-PA	197	24.84	27.31	5312437
MCINX006315-PA	669	22.49	24.41	5312437
MCINX010206-PA	155	22.81	25.45	5312437
MCINX012491-PA	197	22.75	25.19	5312437
MCINX004426-PA	315	27.2	30.93	5312437
MCINX004075-PA	56	20.43	20.86	5312437
MCINX011449-PA	221	23.44	25.08	5312437
MCINX016462-PA	344	23.37	25.4	5312437
MCINX010370-PA	87	24.32	27.83	5312437
MCINX014684-PA	142	24.22	28.06	5312437
MCINX006525-PA	168	21.18	21.77	5312437
MCINX016006-PA	537	21.47	22.34	5312437
MCINX000214-PA	467	23.65	26.46	5312437
MCINX003357-PA	105	27.18	30.59	5312437
MCINX011753-PA	88	22.99	25.68	5312437
MCINX006355-PA	416	23.11	25.37	5312437
MCINX007402-PA	123	23.22	24.45	5312437
MCINX006604-PA	74	23.64	24.01	5312437
MCINX012388-PA	517	24.57	27.34	5312437
MCINX014894-PA	153	22.51	24.68	5312437
MCINX003229-PA	172	26.57	30.1	5312437
MCINX010865-PA	299	23.42	26.71	5312437
MCINX002610-PA	653	22.38	24.55	5312437
MCINX010934-PA	240	23.39	26.26	5312437
MCINX009750-PA	182	24.12	27.16	5312437
MCINX001244-PA	107	23.54	25.87	5312437
MCINX000969-PA	414	23.52	25.85	5312437
MCINX009775-PA	137	23.82	25.83	5312437
MCINX007481-PA	241	22.92	25.37	5312437
MCINX014450-PA	149	22.88	25.7	5312437
MCINX004529-PA	373	22.56	24.9	5312437
MCINX005061-PA	744	24.14	26.55	5312437
MCINX000328-PA	204	23.52	26.47	5312437
MCINX015100-PA	156	28.76	32.26	5312437
MCINX011532-PA	207	22.73	25.05	5312437
MCINX002337-PA	2849	23.15	25.65	5312437
MCINX008237-PA	585	23.59	25.67	5312437
MCINX001992-PA	375	22.67	24.49	5312437
MCINX010006-PA	152	23.81	26.02	5312437
MCINX004700-PA	147	24.54	26.53	5312437
MCINX013184-PA	298	22.89	24.51	5312437
MCINX003128-PA	985	22.48	24.49	5312437
MCINX011502-PA	684	21.78	21.93	5312437
MCINX014613-PA	378	23.04	24.92	5312437
MCINX003219-PA	107	21.86	22.26	5312437
MCINX011022-PA	228	24.76	27.05	5312437
MCINX015878-PA	99	22.83	25.64	5312437
MCINX012166-PA	441	22.74	24.34	5312437
MCINX005701-PA	86	24.9	27.15	5312437
MCINX007319-PA	114	25.2	27.93	5312437
MCINX013647-PA	421	24.21	26.44	5312437
MCINX004816-PA	337	24.98	27.68	5312437
MCINX004736-PA	666	22.99	24.84	5312437
MCINX008758-PA	463	25.69	28.76	5312437
MCINX002938-PA	73	23.31	25.77	5312437
MCINX008975-PA	260	24.59	27.5	5312437
MCINX012726-PA	209	22.19	23.77	5312437
MCINX012811-PA	60	24.6	27.23	5312437
MCINX006333-PA	253	23.79	26.18	5312437
MCINX002260-PA	475	21.94	24.57	5312437
MCINX002595-PA	1563	23.94	26.47	5312437
MCINX014386-PA	171	22.98	24.8	5312437
MCINX011080-PA	380	25.76	27.99	5312437
MCINX004983-PA	255	22.88	24.36	5312437
MCINX002913-PA	171	23.29	25	5312437
MCINX012835-PA	861	21.83	23.57	5312437
MCINX014652-PA	156	22.93	24.2	5312437
MCINX010949-PA	223	25.17	28.3	5312437
MCINX005315-PA	170	26.33	29.31	5312437
MCINX009239-PA	304	23.88	26.58	5312437
MCINX016542-PA	470	26.56	30	5312437
MCINX002122-PA	124	23.61	24.98	5312437
MCINX005824-PA	588	23.11	25.16	5312437
MCINX006925-PA	386	24.2	26.38	5312437
MCINX004778-PA	189	24.62	26.56	5312437
MCINX008345-PA	430	24.34	26.92	5312437
MCINX015908-PA	813	23.69	26.39	5312437
MCINX010914-PA	225	22.59	24.41	5312437
MCINX009824-PA	292	24.18	27.11	5312437
MCINX011105-PA	113	23.24	25.88	5312437
MCINX010421-PA	122	24.54	27.19	5312437
MCINX007500-PA	463	23.34	25.8	5312437
MCINX003314-PA	364	25.13	27.48	5312437
MCINX015235-PA	348	25.16	28.73	5312437
MCINX001392-PA	373	25.35	29.2	5312437
MCINX011958-PA	380	21.26	22.48	5312437
MCINX002692-PA	694	23.18	25.54	5312437
MCINX012059-PA	149	23.67	25.43	5312437
MCINX016264-PA	127	24.32	27.43	5312437
MCINX002557-PA	111	24.33	26.52	5312437
MCINX000270-PA	216	24.96	28.22	5312437
MCINX015718-PA	262	25.5	27.92	5312437
MCINX012452-PA	792	23.42	25.85	5312437
MCINX000575-PA	211	24.01	26.84	5312437
MCINX016634-PA	440	22.87	24.51	5312437
MCINX015063-PA	288	23.6	26.18	5312437
MCINX004840-PA	170	25.96	29.53	5312437
MCINX000997-PA	333	24.05	26.4	5312437
MCINX006918-PA	251	22.87	23.44	5312437
MCINX002007-PA	170	26.82	29.94	5312437
MCINX013118-PA	99	23.28	23.9	5312437
MCINX012643-PA	219	22.38	25.16	5312437
MCINX008845-PA	682	22.38	24.1	5312437
MCINX003517-PA	326	21.57	23.31	5312437
MCINX008891-PA	517	25.03	27.63	5312437
MCINX003155-PA	243	22.69	24.38	5312437
MCINX014059-PA	574	23.18	25.86	5312437
MCINX012792-PA	147	24.88	26.68	5312437
MCINX012208-PA	298	23.78	25.85	5312437
MCINX007510-PA	552	21.3	22.61	5312437
MCINX015541-PA	460	23.05	24.97	5312437
MCINX002727-PA	186	22.56	24.33	5312437
MCINX013981-PA	163	27.12	29.52	5312437
MCINX002361-PA	261	24.93	27.42	5312437
MCINX013158-PA	135	24.32	26.83	5312437
MCINX012079-PA	192	23.64	26.02	5312437
MCINX005885-PA	227	24.66	27.67	5312437
MCINX004521-PA	68	25.29	27.45	5312437
MCINX003575-PA	84	26.2	27.48	5312437
MCINX014935-PA	392	26.87	29.67	5312437
MCINX012662-PA	317	23.2	25.59	5312437
MCINX012895-PA	130	27.45	30.09	5312437
MCINX004395-PA	241	24.19	27.37	5312437
MCINX015905-PA	192	26.26	29.26	5312437
MCINX008444-PA	273	25.98	29.9	5312437
MCINX016538-PA	500	26.51	30.42	5312437
MCINX005829-PA	536	25.07	28.07	5312437
MCINX011129-PA	964	22.42	25	5312437
MCINX014342-PA	495	23.71	26.04	5312437
MCINX008590-PA	144	23.47	26.28	5312437
MCINX007528-PA	137	23.92	26.01	5312437
MCINX015594-PA	267	25.66	28.72	5312437
MCINX016236-PA	123	22.36	23.82	5312437
MCINX009684-PA	290	25.67	28.1	5312437
MCINX001093-PA	140	23.13	24.05	5312437
MCINX007817-PA	178	23.53	25.34	5312437
MCINX015431-PA	247	24.07	26.46	5312437
MCINX013933-PA	331	23.39	25.79	5312437
MCINX003183-PA	453	25.15	27.64	5312437
MCINXactin-PA	376	23.64	25.85	5312437
MCINX000908-PA	352	24.31	27.1	5312437
MCINX008623-PA	535	20.01	21.2	5312437
MCINX005559-PA	175	24.19	26.65	5312437
MCINX015785-PA	257	25.04	26.88	5312437
MCINX000268-PA	150	23.86	26.42	5312437
MCINX010323-PA	540	23.08	24.31	5312437
MCINX008437-PA	317	23.08	24.79	5312437
MCINX004670-PA	114	22.77	25.58	5312437
MCINX006488-PA	163	24.73	26.35	5312437
MCINX012045-PA	248	25.52	28.67	5312437
MCINX009150-PA	195	23.25	25.44	5312437
MCINX005154-PA	100	22.91	23.68	5312437
MCINX000483-PA	542	25.14	27.96	5312437
MCINX008403-PA	191	24.82	28.17	5312437
MCINX009124-PA	307	24.3	26.11	5312437
MCINX015886-PA	967	24.17	26.75	5312437
MCINX009016-PA	111	25.63	28.04	5312437
MCINX004466-PA	292	21.39	23.21	5312437
MCINX007674-PA	159	22.42	23.77	5312437
MCINX014739-PA	178	24.38	27.12	5312437
MCINX000729-PA	89	23.61	25.92	5312437
MCINX002097-PA	66	25.48	27.36	5312437
MCINX000477-PA	768	23.6	26.28	5312437
MCINX009926-PA	222	22.9	25.46	5312437
MCINX003182-PA	156	26.57	29.42	5312437
MCINX000377-PA	315	22.97	25.52	5312437
MCINX016153-PA	658	23.04	25.21	5312437
MCINX003089-PA	114	25.43	28.3	5312437
MCINX003891-PA	632	23.93	26.14	5312437
MCINX010315-PA	207	23.78	25.75	5312437
MCINX015060-PA	257	24.62	26.6	5312437
MCINX005637-PA	510	22.8	24.83	5312437
MCINX002474-PA	206	25.66	28.53	5312437
MCINX006516-PA	79	21.68	23.77	5312437
MCINX003693-PA	248	25.11	27.53	5312437
MCINX007570-PA	115	24.4	26.39	5312437
MCINX009757-PA	61	23.27	25.78	5312437
MCINX006532-PA	116	23.08	25.93	5312437
MCINX011202-PA	296	24.12	26.95	5312437
MCINX013142-PA	109	24.48	27.41	5312437
MCINX002999-PA	138	21.63	24.15	5312437
MCINX003781-PA	88	24.8	27.35	5312437
MCINX006789-PA	216	24.67	26.91	5312437
MCINX005927-PA	281	23	25.46	5312437
MCINX008777-PA	64	22.06	25.14	5312437
MCINX001653-PA	379	25.23	27.64	5312437
MCINX009578-PA	118	20.83	24.23	5312437
MCINX000536-PA	210	21.97	23.94	5312437
MCINX008585-PA	2110	21.49	23.03	5312437
MCINX007401-PA	412	20.98	22.7	5312437
MCINX014437-PA	1517	22.44	24.47	5312437
MCINX009064-PA	718	23.27	25.54	5312437
MCINX015573-PA	75	23.41	25.4	5312437
MCINX007679-PA	543	24.13	25.38	5312437
MCINX000651-PA	190	24.15	26.99	5312437
MCINX009783-PA	64	24.31	28.08	5312437
MCINX008153-PA	317	22.42	24.74	5312437
MCINX002759-PA	406	24.36	27.2	5312437
MCINX011767-PA	313	23.59	25.38	5312437
MCINX009852-PA	278	25.87	28.7	5312437
MCINX008934-PA	109	24.24	27.79	5312437
MCINX006482-PA	290	22.09	24.35	5312437
MCINX005742-PA	130	25.27	27.53	5312437
MCINX006282-PA	2124	21.87	23.02	5312437
MCINX003861-PA	563	23.01	26.13	5312437
MCINX015603-PA	125	21.63	24.42	5312437
MCINX012245-PA	158	24.91	28.5	5312437
MCINX007457-PA	100	25.51	28.32	5312437
MCINX014038-PA	189	24.39	26.3	5312437
MCINX000884-PA	233	23.78	26.27	5312437
MCINX005151-PA	350	24.93	27.86	5312437
MCINX006514-PA	155	22.15	25.06	5312437
MCINX010546-PA	94	24.39	27.78	5312437
MCINX000531-PA	1018	22.68	23.84	5312437
MCINX013472-PA	854	22.58	24.18	5312437
MCINX015195-PA	346	27.31	30.58	5312437
MCINX002289-PA	326	22.93	25.15	5312437
MCINX003800-PA	119	23.7	26.11	5312437
MCINX008686-PA	224	23.11	25.17	5312437
MCINX002976-PA	414	22.58	23.99	5312437
MCINX004995-PA	189	25.23	28.52	5312437
MCINX001370-PA	609	22.32	24.51	5312437
MCINX008250-PA	310	26.55	29.73	5312437
MCINX009093-PA	465	27.44	31.09	5312437
MCINX009211-PA	204	21.29	23.93	5312437
MCINX011445-PA	366	24.07	26.57	5312437
MCINX010486-PA	290	25.85	28.18	5312437
MCINX002346-PA	384	26.61	29.58	5312437
MCINX000668-PA	143	24.65	26.61	5312437
MCINX005326-PA	233	22.09	24.01	5312437
MCINX001624-PA	59	21.35	22.53	5312437
MCINX011501-PA	251	22.02	22.84	5312437
MCINX003254-PA	332	23.42	25.83	5312437
MCINX010215-PA	1089	23.58	25.99	5312437
MCINX010165-PA	369	20.24	21.82	5312437
MCINX005049-PA	440	23.13	25.51	5312437
MCINX005929-PA	324	23.04	25.58	5312437
MCINX010156-PA	67	23.9	26.96	5312437
MCINX002697-PA	949	22.82	25.14	5312437
MCINX000543-PA	76	23.25	26.13	5312437
MCINX006820-PA	321	22.64	24.84	5312437
MCINX015365-PA	561	23.92	26.92	5312437
MCINX016189-PA	62	25.08	28.15	5312437
MCINX001546-PA	627	24.17	26.7	5312437
MCINX000260-PA	156	23.57	25.38	5312437
MCINX002886-PA	434	22.47	24.84	5312437
MCINX013604-PA	185	23.31	26.1	5312437
MCINX003924-PA	744	24.64	27.6	5312437
MCINX014209-PA	264	25.68	28.17	5312437
MCINX016245-PA	477	24.79	28.27	5312437
MCINX007555-PA	405	23.35	25.2	5312437
MCINX009930-PA	92	23.02	25.95	5312437
MCINX011325-PA	304	25.49	28.92	5312437
MCINX012186-PA	462	24.96	27.94	5312437
MCINX000970-PA	119	25.67	28.09	5312437
MCINX014371-PA	177	24.79	26.8	5312437
MCINX012965-PA	89	25.42	28.79	5312437
MCINX000425-PA	518	23.77	26.39	5312437
MCINX006876-PA	146	25.9	28.62	5312437
MCINX013224-PA	162	22.47	24.25	5312437
MCINX003333-PA	86	23.51	26.27	5312437
MCINX011835-PA	343	21.57	23.73	5312437
MCINX003239-PA	144	25.48	28.22	5312437
MCINX016267-PA	111	25.98	28	5312437
MCINX016351-PA	537	24.21	26.95	5312437
MCINX010292-PA	265	23.39	25.76	5312437
MCINX001912-PA	287	23.4	25.41	5312437
MCINX007310-PA	847	23.59	26.15	5312437
MCINX009673-PA	134	23.54	26.33	5312437
MCINX007525-PA	338	22.27	24.5	5312437
MCINX014127-PA	114	20.2	22.21	5312437
MCINX000982-PA	386	24.62	28.22	5312437
MCINX008993-PA	348	23.24	25.8	5312437
MCINX010726-PA	330	21.78	22.8	5312437
MCINX005649-PA	2160	23.72	26.15	5312437
MCINX013173-PA	85	27	29.97	5312437
MCINX003214-PA	320	23.41	25.69	5312437
MCINX007334-PA	335	22.07	24.13	5312437
MCINX007533-PA	121	26.14	29.26	5312437
MCINX009501-PA	920	22.64	24.23	5312437
MCINX001492-PA	230	24.41	25.92	5312437
MCINX004975-PA	69	22.19	23.28	5312437
MCINX002039-PA	91	27.27	29.64	5312437
MCINX010625-PA	104	21.84	25.57	5312437
MCINX002221-PA	672	23.66	26.6	5312437
MCINX003852-PA	551	24.28	27.24	5312437
MCINX006735-PA	236	21.13	23.47	5312437
MCINX009321-PA	432	25.32	27.92	5312437
MCINX004064-PA	141	25	27.21	5312437
MCINX005464-PA	267	23.48	25.37	5312437
MCINX005456-PA	461	25.07	27.66	5312437
MCINX009099-PA	91	24.72	27.51	5312437
MCINX013521-PA	122	23.12	23.83	5312437
MCINX011155-PA	1286	24.17	27.04	5312437
MCINX012899-PA	67	28.85	31.23	5312437
MCINX002818-PA	166	26.66	30.18	5312437
MCINX012590-PA	110	22.17	24.84	5312437
MCINX002564-PA	365	22.44	24.42	5312437
MCINX015108-PA	251	23.02	24.56	5312437
MCINX008082-PA	141	24.32	27.46	5312437
MCINX008325-PA	1121	24.39	27.16	5312437
MCINX008199-PA	251	22.01	23.22	5312437
MCINX014003-PA	150	24.33	26.98	5312437
MCINX003103-PA	335	23.37	25.41	5312437
MCINX012063-PA	61	20.63	21.8	5312437
MCINX006435-PA	109	24.5	28.28	5312437
MCINX008218-PA	225	24.45	26.88	5312437
MCINX014116-PA	558	24.58	27.79	5312437
MCINX003445-PA	119	23.57	26.84	5312437
MCINX007186-PA	254	23.54	25.65	5312437
MCINX015248-PA	365	23.72	26.32	5312437
MCINX000254-PA	122	26.63	29.16	5312437
MCINX015065-PA	390	25.31	28.52	5312437
MCINX014311-PA	85	25.09	25.8	5312437
MCINX015002-PA	64	26.26	29.77	5312437
MCINX007009-PA	370	22.74	23.35	5312437
MCINX001754-PA	625	23.04	25.07	5312437
MCINX010597-PA	79	21.82	24.23	5312437
MCINX010465-PA	133	25.41	28.92	5312437
MCINX011906-PA	97	24.2	27.75	5312437
MCINX005652-PA	333	21.98	23.9	5312437
MCINX003285-PA	235	25.67	28.27	5312437
MCINX003643-PA	404	23.85	26.25	5312437
MCINX002751-PA	138	24.58	27.27	5312437
MCINX001090-PA	63	26	29.42	5312437
MCINX003309-PA	415	21.3	21.99	5312437
MCINX014760-PA	78	23.47	26.92	5312437
MCINX008296-PA	526	23.94	26.65	5312437
MCINX000661-PA	80	23.44	25.42	5312437
MCINX005772-PA	46	23.76	25.14	5312437
MCINX013523-PA	244	24.04	26.85	5312437
MCINX010475-PA	261	24.64	27.5	5312437
MCINX014265-PA	116	23.83	25.49	5312437
MCINX001977-PA	427	25.01	27.5	5312437
MCINX009172-PA	753	22.76	25.56	5312437
MCINX007079-PA	349	23.63	26.02	5312437
MCINX009970-PA	155	24.08	26.57	5312437
MCINX004292-PA	255	24.26	26.8	5312437
MCINX001913-PA	122	24.71	27.82	5312437
MCINX000565-PA	22	29.8	32.98	5312437
MCINX002858-PA	333	23.18	25.63	5312437
MCINX005968-PA	721	22.12	24.37	5312437
MCINX003908-PA	160	23.48	25.9	5312437
MCINX006592-PA	1228	22.33	24.18	5312437
MCINX005867-PA	104	24.15	27.36	5312437
MCINX007795-PA	219	24.18	27.03	5312437
MCINX004109-PA	156	23.74	25.54	5312437
