Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
KAF1570213	514	25.82	28.1	6934542
KAF1570214	299	24.51	25.95	6934542
KAF1570215	2027	23.34	24.74	6934542
KAF1570216	268	24.97	27.71	6934542
KAF1570217	504	23.22	24.6	6934542
KAF1570218	288	21.71	22.85	6934542
KAF1570219	414	24.38	25.37	6934542
KAF1570220	711	23.78	25.39	6934542
KAF1570221	254	23.03	23.87	6934542
KAF1570222	229	22.97	24.9	6934542
KAF1570223	432	22.87	24.65	6934542
KAF1570224	488	22.71	24.53	6934542
KAF1570225	198	23.09	24.61	6934542
KAF1570226	153	21.74	23.74	6934542
KAF1570227	805	22.15	24.24	6934542
KAF1570228	859	20.34	21.67	6934542
KAF1570229	390	22.02	25.61	6934542
KAF1570230	811	23.24	25.06	6934542
KAF1570231	178	23.05	24.29	6934542
KAF1570232	273	25.3	29.14	6934542
KAF1570233	332	22.49	23.53	6934542
KAF1570234	697	24.09	26.23	6934542
KAF1570235	503	23.87	26.38	6934542
KAF1570236	452	24.53	27.15	6934542
KAF1570237	642	27.08	30.2	6934542
KAF1570238	239	21.29	21.83	6934542
KAF1570239	71	23.56	27.23	6934542
KAF1570240	133	22.22	23.27	6934542
KAF1570241	491	24.1	26.22	6934542
KAF1570242	263	23.16	25.59	6934542
KAF1570243	188	23.63	25.52	6934542
KAF1570244	432	22.87	24.65	6934542
KAF1570245	747	22.6	24.22	6934542
KAF1570246	662	22.48	24.26	6934542
KAF1570247	141	22.55	22.82	6934542
KAF1570248	189	24.97	27.95	6934542
KAF1570249	107	24.68	27.13	6934542
KAF1570250	612	21.17	21.87	6934542
KAF1570251	380	25.23	27.18	6934542
KAF1570252	687	24.01	26.22	6934542
KAF1570263	510	23.15	25.56	6934542
KAF1570264	354	23.6	25.94	6934542
KAF1570265	558	24.29	26.55	6934542
KAF1570266	96	26.51	28.31	6934542
KAF1570267	287	24.21	25.88	6934542
KAF1570268	1301	21.09	22.78	6934542
KAF1570269	85	23.73	25.69	6934542
KAF1570270	255	22.62	24.82	6934542
KAF1570271	247	23.33	25.37	6934542
KAF1570272	132	26.36	29.05	6934542
KAF1570273	692	23.97	25.85	6934542
KAF1570274	60	20.98	22.91	6934542
KAF1570275	322	23.01	24.18	6934542
KAF1570276	501	21.57	22.89	6934542
KAF1570277	284	22.82	26.27	6934542
KAF1570278	311	24.9	27.45	6934542
KAF1570279	1069	23.03	24.98	6934542
KAF1570280	189	23.75	24.96	6934542
KAF1570281	421	23.13	24.9	6934542
KAF1570282	416	25.35	28.24	6934542
KAF1570283	550	24.45	26.81	6934542
KAF1570284	106	25.51	27.74	6934542
KAF1570285	229	23.16	25.1	6934542
KAF1570286	121	23.76	25.74	6934542
KAF1570287	1733	24.36	26.81	6934542
KAF1570288	1085	24	26.75	6934542
KAF1570289	133	22.68	24.6	6934542
KAF1570290	92	25.23	26.06	6934542
KAF1570291	130	23.44	25.17	6934542
KAF1570292	776	23.97	25.77	6934542
KAF1570293	415	22.96	24.67	6934542
KAF1570294	514	22.91	24.22	6934542
KAF1570295	132	23.46	25.95	6934542
KAF1570296	116	23.33	24.72	6934542
KAF1570297	335	23.74	25.8	6934542
KAF1570298	335	21.27	22.02	6934542
KAF1570299	133	24.61	27.21	6934542
KAF1570300	128	26.43	29.07	6934542
KAF1570301	81	23.23	25.12	6934542
KAF1570302	340	22.08	22.86	6934542
KAF1570303	324	22.59	23.35	6934542
KAF1570304	707	23.58	25.28	6934542
KAF1570305	276	22.07	24.1	6934542
KAF1570306	374	22.22	24.95	6934542
KAF1570307	614	21.99	23.42	6934542
KAF1570308	553	20.72	21.86	6934542
KAF1570309	117	20.93	22.24	6934542
KAF1570310	81	23.52	25.52	6934542
KAF1570311	89	24.62	25.96	6934542
KAF1570312	455	25.48	28.3	6934542
KAF1570313	812	23.39	25.12	6934542
KAF1570314	99	24.62	26.32	6934542
KAF1570315	241	25.46	28.12	6934542
KAF1570316	756	23.47	25.33	6934542
KAF1570317	137	23.75	25.59	6934542
KAF1570318	924	23.17	25.01	6934542
KAF1570319	506	21.28	22.62	6934542
KAF1570320	220	23.46	25.37	6934542
KAF1570321	397	21.96	23.23	6934542
KAF1570322	283	22.71	24.81	6934542
KAF1570323	159	24.01	25.36	6934542
KAF1570324	292	23.41	24.82	6934542
KAF1570325	474	24.48	26.8	6934542
KAF1570326	453	22.55	24.36	6934542
KAF1570327	215	24.33	25.93	6934542
KAF1570328	214	23.57	25.46	6934542
KAF1570329	447	22.1	24.09	6934542
KAF1570330	187	22.12	23.53	6934542
KAF1570331	322	22.13	23.69	6934542
KAF1570332	188	23.91	26.4	6934542
KAF1570333	2012	22.01	23.14	6934542
KAF1570334	175	22.42	23.99	6934542
KAF1570335	106	24.09	26.67	6934542
KAF1570336	496	23.02	25.19	6934542
KAF1570337	529	23.14	25.21	6934542
KAF1570338	242	23.76	26.46	6934542
KAF1570339	848	20.82	21.57	6934542
KAF1570340	95	20.75	21.67	6934542
KAF1570341	198	23.47	25.51	6934542
KAF1570342	549	24.01	25.79	6934542
KAF1570343	89	21.83	23.17	6934542
KAF1570344	821	23.49	25.65	6934542
KAF1570345	614	24.92	27.37	6934542
KAF1570346	348	26.46	29.71	6934542
KAF1570347	1897	22.05	23.85	6934542
KAF1570348	418	24.36	26.99	6934542
KAF1570349	138	22.29	24.16	6934542
KAF1570350	377	23.59	25.5	6934542
KAF1570351	524	23.85	27.06	6934542
KAF1570352	147	25.08	27.77	6934542
KAF1570353	361	22.19	24.14	6934542
KAF1570357	134	25.09	27.63	6934542
KAF1570358	92	24.71	26.4	6934542
KAF1570359	61	22.2	23.07	6934542
KAF1570360	78	23.98	26.35	6934542
KAF1570361	224	24.19	25.87	6934542
KAF1570362	625	24.2	26.75	6934542
KAF1570364	1347	21.42	22.86	6934542
KAF1570387	1032	22.6	25.1	6934542
KAF1570388	69	19.62	20.36	6934542
KAF1570389	318	23.78	26.23	6934542
KAF1570390	110	23.53	25.09	6934542
KAF1570396	332	21.82	23.46	6934542
KAF1570397	948	24.95	27.49	6934542
KAF1570399	2235	21.19	22.04	6934542
KAF1570400	178	26.02	27.94	6934542
KAF1570401	171	22.79	23.92	6934542
KAF1570402	728	26.11	29.02	6934542
KAF1570403	2519	22.46	24.49	6934542
KAF1570404	246	25.93	28.25	6934542
KAF1570405	271	23.57	26.24	6934542
KAF1570406	312	23.57	25.86	6934542
KAF1570407	526	23.92	26.1	6934542
KAF1570408	244	24.01	26.23	6934542
KAF1570409	349	25.32	27.62	6934542
KAF1570454	154	22.39	24	6934542
KAF1570455	407	21.68	22.99	6934542
KAF1570456	623	24.09	25.75	6934542
KAF1570457	384	23.11	25.14	6934542
KAF1570458	204	22.69	24.43	6934542
KAF1570459	520	23.18	25.07	6934542
KAF1570460	972	23.3	24.75	6934542
KAF1570463	370	22.72	25.92	6934542
KAF1570464	445	25.35	29.14	6934542
KAF1570465	135	22.3	23.44	6934542
KAF1570466	235	23.63	26.65	6934542
KAF1570467	257	23.5	25.42	6934542
KAF1570468	313	22.71	25.46	6934542
KAF1570469	541	24.03	26.4	6934542
KAF1570470	759	22.04	24.01	6934542
KAF1570471	309	24.05	26.07	6934542
KAF1570472	67	24.05	26.12	6934542
KAF1570475	153	23.44	26.37	6934542
KAF1570476	275	28.38	31.2	6934542
KAF1570477	148	21.11	21.38	6934542
KAF1570478	647	22.15	24.6	6934542
KAF1570479	186	22.97	24.51	6934542
KAF1570480	588	23.03	24.82	6934542
KAF1570481	101	22.98	24.79	6934542
KAF1570482	140	22.59	25.83	6934542
KAF1570483	425	23.62	25.89	6934542
KAF1570484	149	22.45	24.33	6934542
KAF1570485	242	24.36	25.91	6934542
KAF1570486	88	23.31	25.8	6934542
KAF1570487	758	22.73	24.19	6934542
KAF1570488	515	23.06	25.21	6934542
KAF1570489	279	22.92	24.99	6934542
KAF1570490	640	23.82	25.93	6934542
KAF1570491	1411	22.65	24.09	6934542
KAF1570492	345	24.48	26.64	6934542
KAF1570493	235	23.52	23.97	6934542
KAF1570494	294	23.96	26.93	6934542
KAF1570495	629	25.5	28.17	6934542
KAF1570496	326	24.9	26.65	6934542
KAF1570497	227	22.31	24.29	6934542
KAF1570498	378	22.65	25	6934542
KAF1570499	215	24.27	26.47	6934542
KAF1570500	91	27.01	30.02	6934542
KAF1570501	81	22.99	24.36	6934542
KAF1570502	1526	21.89	23.36	6934542
KAF1570503	115	22.46	23.96	6934542
KAF1570504	163	24.46	26.81	6934542
KAF1570505	263	24.9	27	6934542
KAF1570506	208	24.04	26.19	6934542
KAF1570507	201	22.44	24.13	6934542
KAF1570508	207	27.28	30.74	6934542
KAF1570509	173	20.88	22.5	6934542
KAF1570510	672	24.34	26.58	6934542
KAF1570511	245	27.57	30.66	6934542
KAF1570513	269	22.1	23.63	6934542
KAF1570514	1226	23.26	25.52	6934542
KAF1570515	1185	24.35	27.03	6934542
KAF1570516	169	23.37	25.62	6934542
KAF1570517	967	24.04	26.2	6934542
KAF1570519	69	21.48	20.48	6934542
KAF1570520	60	22.33	24.95	6934542
KAF1570528	901	21.77	23.15	6934542
KAF1570535	401	25.07	27.7	6934542
KAF1570536	823	23.68	25.94	6934542
KAF1570537	187	24.65	26.84	6934542
KAF1570538	93	23.42	25.3	6934542
KAF1570539	692	21.52	23.04	6934542
KAF1570540	94	21.42	22.75	6934542
KAF1570543	212	21.57	23.74	6934542
KAF1570559	59	24.85	27.67	6934542
KAF1570567	1210	23.09	24.82	6934542
KAF1570568	168	26.69	30.27	6934542
KAF1570569	294	24.42	26.68	6934542
KAF1570570	167	27.08	30.96	6934542
KAF1570571	100	24.79	26.78	6934542
KAF1570572	81	21.45	22.98	6934542
KAF1570573	408	24.54	27.26	6934542
KAF1570574	299	23.57	25.76	6934542
KAF1570575	914	23.31	25.48	6934542
KAF1570576	295	23.86	26.36	6934542
KAF1570577	100	24.79	26.78	6934542
KAF1570578	1085	24.91	27.09	6934542
KAF1570579	153	22.66	25.18	6934542
KAF1570580	352	25.93	29.33	6934542
KAF1570581	119	24.86	27.63	6934542
KAF1570587	319	24.53	26.8	6934542
KAF1570588	195	24.66	26.93	6934542
KAF1570589	1824	24.46	27	6934542
KAF1570595	164	21.56	23.26	6934542
KAF1570596	785	22.08	24.18	6934542
KAF1570597	180	25.55	27.45	6934542
KAF1570598	301	25.45	28.53	6934542
KAF1570599	1445	23.37	25.26	6934542
KAF1570600	273	22.44	24.61	6934542
KAF1570601	373	23.41	25.41	6934542
KAF1570602	201	23.76	25.96	6934542
KAF1570603	846	23.67	25.94	6934542
KAF1570604	293	23.36	24.88	6934542
KAF1570608	108	27.03	30.24	6934542
KAF1570609	337	23.14	24.66	6934542
KAF1570610	426	25.58	28.35	6934542
KAF1570611	157	25.15	27.52	6934542
KAF1570612	149	20.85	21.98	6934542
KAF1570613	359	24.62	26.94	6934542
KAF1570614	773	22.01	24.03	6934542
KAF1570615	314	24.94	27.42	6934542
KAF1570616	334	23.81	26.85	6934542
KAF1570617	80	21.98	22.77	6934542
KAF1570619	2602	21.5	23	6934542
KAF1570620	166	25.49	27.93	6934542
KAF1570662	291	21.09	22.66	6934542
KAF1570672	341	21.83	23.45	6934542
KAF1570673	754	22.91	24.71	6934542
KAF1570674	223	23.83	26.54	6934542
KAF1570675	419	22.91	25.61	6934542
KAF1570676	147	23.54	26.57	6934542
KAF1570677	65	23.97	25.93	6934542
KAF1570678	161	23.49	25.74	6934542
KAF1570679	682	23.81	26.6	6934542
KAF1570680	172	21.73	22.91	6934542
KAF1570681	1846	23.37	25.61	6934542
KAF1570682	115	23.69	25.55	6934542
KAF1570683	300	21.68	21.8	6934542
KAF1570684	165	20.51	21.93	6934542
KAF1570685	495	24.79	27.27	6934542
KAF1570686	338	23.74	26.3	6934542
KAF1570687	376	26.25	28.57	6934542
KAF1570688	1215	22.64	24.36	6934542
KAF1570693	262	21.36	22.9	6934542
KAF1570717	371	26.85	30.56	6934542
KAF1570718	1035	21.79	24.09	6934542
KAF1570719	882	23.02	24.91	6934542
KAF1570720	358	23.51	25.6	6934542
KAF1570721	653	23.18	25.4	6934542
KAF1570722	860	22.78	24.6	6934542
KAF1570723	265	23.5	25.73	6934542
KAF1570724	524	21.05	22.55	6934542
KAF1570725	2194	20.77	22.34	6934542
KAF1570726	175	24.44	26.29	6934542
KAF1570727	126	26.86	30.5	6934542
KAF1570728	668	23.99	26.22	6934542
KAF1570729	626	23.8	26	6934542
KAF1570730	126	23.86	25.82	6934542
KAF1570731	481	24.85	28.56	6934542
KAF1570732	150	24.03	26.81	6934542
KAF1570733	160	21.74	24.09	6934542
KAF1570734	130	24.8	27.4	6934542
KAF1570735	157	24.03	26.32	6934542
KAF1570736	203	21.51	23.56	6934542
KAF1570737	838	22.64	24.69	6934542
KAF1570738	71	20.72	20.94	6934542
KAF1570739	250	23.34	24.92	6934542
KAF1570740	268	23.9	25.64	6934542
KAF1570741	509	23.88	26.43	6934542
KAF1570742	171	25.48	27.65	6934542
KAF1570743	382	26.44	28.99	6934542
KAF1570744	144	23.65	25.64	6934542
KAF1570745	1109	21.78	24.14	6934542
KAF1570746	92	23.83	25.17	6934542
KAF1570750	200	23.36	24.7	6934542
KAF1570756	123	20.39	22.39	6934542
KAF1570758	92	19.43	20.01	6934542
KAF1570768	139	22.62	23.85	6934542
KAF1570777	690	24.15	26.52	6934542
KAF1570778	521	21.36	21.89	6934542
KAF1570779	401	23.43	26.13	6934542
KAF1570780	277	23.75	26.18	6934542
KAF1570781	579	22.77	24.64	6934542
KAF1570782	146	23.45	25.1	6934542
KAF1570783	1404	21.8	23.63	6934542
KAF1570784	267	23.65	25.53	6934542
KAF1570785	63	21.73	23.08	6934542
KAF1570786	304	21.96	24	6934542
KAF1570787	636	24.14	26.25	6934542
KAF1570788	251	24.79	26.71	6934542
KAF1570789	475	22.77	24.08	6934542
KAF1570790	575	21.89	22.61	6934542
KAF1570791	82	23.07	25.2	6934542
KAF1570792	168	19.37	21.6	6934542
KAF1570804	197	20.35	21.35	6934542
KAF1570805	389	23.21	25.3	6934542
KAF1570806	357	20.98	21.35	6934542
KAF1570807	56	19.54	21.62	6934542
KAF1570808	197	20.35	21.35	6934542
KAF1570809	398	21.89	23.12	6934542
KAF1570810	354	23.09	25.12	6934542
KAF1570814	253	25.04	28.26	6934542
KAF1570815	415	20.12	21.45	6934542
KAF1570816	152	20.53	22.95	6934542
KAF1570817	1206	23.75	25.75	6934542
KAF1570818	750	22.89	24.49	6934542
KAF1570819	493	24.44	26.56	6934542
KAF1570820	129	21.49	22.13	6934542
KAF1570821	130	23.55	25.54	6934542
KAF1570822	482	23.23	25.24	6934542
KAF1570823	824	23.1	25.59	6934542
KAF1570824	447	23.84	25.17	6934542
KAF1570825	768	22.45	24.69	6934542
KAF1570826	187	22.22	23.08	6934542
KAF1570827	816	22.65	24.29	6934542
KAF1570828	454	22.58	24.48	6934542
KAF1570829	540	25.18	28.04	6934542
KAF1570830	217	24.57	27.06	6934542
KAF1570831	407	26.84	29.67	6934542
KAF1570832	1287	25.22	27.7	6934542
KAF1570833	225	22.58	24.41	6934542
KAF1570834	153	26.96	30.91	6934542
KAF1570835	387	23.79	25.42	6934542
KAF1570836	144	24.86	28.08	6934542
KAF1570837	76	25.09	26.79	6934542
KAF1570838	625	22.68	24.2	6934542
KAF1570839	391	23.88	26.36	6934542
KAF1570840	76	25.09	26.79	6934542
KAF1570841	427	26.31	29.26	6934542
KAF1570842	280	22.32	24.59	6934542
KAF1570843	93	23.3	25.27	6934542
KAF1570844	494	24.47	26.71	6934542
KAF1570845	953	21.74	23.45	6934542
KAF1570846	943	21.29	22.75	6934542
KAF1570847	568	25.66	28.96	6934542
KAF1570848	139	25.37	27.09	6934542
KAF1570849	377	22.3	24.01	6934542
KAF1570850	122	25.69	27.99	6934542
KAF1570851	319	24.93	27.42	6934542
KAF1570852	372	23.61	25.54	6934542
KAF1570853	111	22.71	26.14	6934542
KAF1570854	321	24.72	28	6934542
KAF1570855	106	27.11	30.53	6934542
KAF1570856	328	22.95	24.02	6934542
KAF1570857	230	24.38	26.67	6934542
KAF1570858	342	24.51	26.62	6934542
KAF1570860	225	21.42	22.87	6934542
KAF1570861	987	23.5	25.55	6934542
KAF1570862	1273	23.66	25.92	6934542
KAF1570863	418	22.77	24.42	6934542
KAF1570864	394	22.38	24.12	6934542
KAF1570865	317	23.66	25.54	6934542
KAF1570866	413	23.43	23.77	6934542
KAF1570867	312	21.07	21.85	6934542
KAF1570868	196	23.23	25.61	6934542
KAF1570869	716	23.31	25.12	6934542
KAF1570870	71	22.57	23.8	6934542
KAF1570871	137	23.78	25.63	6934542
KAF1570872	362	21.88	23.24	6934542
KAF1570873	409	23.13	25.63	6934542
KAF1570874	232	24.25	26.89	6934542
KAF1570875	99	23.22	25.25	6934542
KAF1570876	308	24.45	26.75	6934542
KAF1570877	367	23.98	25.95	6934542
KAF1570878	498	25.73	27.79	6934542
KAF1570879	230	22.43	24.73	6934542
KAF1570880	792	22.56	24.57	6934542
KAF1570881	238	24.59	26.62	6934542
KAF1570882	110	25.32	26.9	6934542
KAF1570883	506	24.77	27.09	6934542
KAF1570884	271	22.47	24.15	6934542
KAF1570885	260	24.98	27.83	6934542
KAF1570886	613	23.29	25.57	6934542
KAF1570887	217	26.68	29.05	6934542
KAF1570888	479	23.42	25.26	6934542
KAF1570889	93	25.03	27.32	6934542
KAF1570890	437	23.36	25.91	6934542
KAF1570891	105	20.43	22.96	6934542
KAF1570892	179	23.91	24.12	6934542
KAF1570893	79	25.16	27.81	6934542
KAF1570894	116	24.08	27.5	6934542
KAF1570895	637	24.18	26.31	6934542
KAF1570896	266	24.55	26.92	6934542
KAF1570897	431	23.77	25.91	6934542
KAF1570898	1827	21.65	23.17	6934542
KAF1570899	200	20.36	21.49	6934542
KAF1570900	512	25.02	27.55	6934542
KAF1570901	318	22.28	24.12	6934542
KAF1570902	464	23.43	25.08	6934542
KAF1570903	75	22.66	23.58	6934542
KAF1570904	367	23.98	25.95	6934542
KAF1570905	93	20.32	22.43	6934542
KAF1570906	188	19.31	20.32	6934542
KAF1570907	163	20.66	21.16	6934542
KAF1570908	540	23.52	25.61	6934542
KAF1570909	697	24.97	28.2	6934542
KAF1570910	446	21.28	22.46	6934542
KAF1570911	548	24.44	27.09	6934542
KAF1570912	215	25.77	27.92	6934542
KAF1570913	659	24.72	26.91	6934542
KAF1570914	743	23.44	25.28	6934542
KAF1570915	490	21.81	24.54	6934542
KAF1570916	66	21.12	21.59	6934542
KAF1570917	259	24.39	27.51	6934542
KAF1570918	412	23.22	25.16	6934542
KAF1570919	208	24.52	26.52	6934542
KAF1570920	201	24.82	27.73	6934542
KAF1570921	189	25.13	27.16	6934542
KAF1570922	354	22.16	23.62	6934542
KAF1570923	244	24.3	27.91	6934542
KAF1570924	446	21.28	22.46	6934542
KAF1570925	249	24.85	27.21	6934542
KAF1570926	228	22.24	24.73	6934542
KAF1570927	363	22.79	25.29	6934542
KAF1570928	470	23.15	24.91	6934542
KAF1570929	226	21.91	23.35	6934542
KAF1570930	448	22.71	24.22	6934542
KAF1570931	576	23.48	25.82	6934542
KAF1570932	394	24.91	27.31	6934542
KAF1570933	468	23.38	25.6	6934542
KAF1570934	1094	24.92	27.55	6934542
KAF1570935	742	23.86	25.84	6934542
KAF1570936	234	24.16	26.7	6934542
KAF1570937	673	23.09	24.59	6934542
KAF1570938	501	24.52	27.04	6934542
KAF1570939	462	24.75	26.56	6934542
KAF1570940	430	25.34	28.65	6934542
KAF1570941	231	23.61	25.98	6934542
KAF1570942	454	21.89	23.51	6934542
KAF1570943	675	23.99	27.19	6934542
KAF1570964	364	24.17	27.14	6934542
KAF1570965	800	23.01	25.19	6934542
KAF1570966	386	24.1	26.99	6934542
KAF1570967	647	22.55	24.72	6934542
KAF1570968	410	25.13	28.04	6934542
KAF1570969	373	24.37	27.09	6934542
KAF1570970	1920	23.68	26.02	6934542
KAF1570971	425	24.31	26.96	6934542
KAF1570972	435	24.95	27.84	6934542
KAF1570973	172	20.62	22.09	6934542
KAF1570974	289	22.29	23.03	6934542
KAF1570975	247	22.6	24	6934542
KAF1570976	862	23.7	26.13	6934542
KAF1570977	416	24.69	27.38	6934542
KAF1570978	157	24.03	25.54	6934542
KAF1570991	398	24.63	27.41	6934542
KAF1570992	416	24.11	26.66	6934542
KAF1570993	181	22.78	24.93	6934542
KAF1570994	607	23.94	25.86	6934542
KAF1570995	138	21.99	24.18	6934542
KAF1570998	320	22.24	24.17	6934542
KAF1570999	308	23.74	25.42	6934542
KAF1571000	182	21.61	23.13	6934542
KAF1571001	1331	22.2	24.07	6934542
KAF1571002	425	24.63	26.71	6934542
KAF1571003	840	24.95	27.64	6934542
KAF1571004	188	24.33	26.66	6934542
KAF1571005	202	23.64	25.7	6934542
KAF1571006	370	23.53	24.74	6934542
KAF1571007	353	23.46	25.39	6934542
KAF1571008	360	24.22	26.36	6934542
KAF1571009	196	25.3	26.88	6934542
KAF1571010	468	22.31	22.08	6934542
KAF1571011	225	24.25	26.6	6934542
KAF1571012	487	21.68	23.57	6934542
KAF1571013	159	21.96	22.88	6934542
KAF1571014	216	20.01	20.98	6934542
KAF1571015	1099	23.29	25.3	6934542
KAF1571016	1747	24.05	26.1	6934542
KAF1571017	439	24.93	27.06	6934542
KAF1571018	423	23.41	26.3	6934542
KAF1571024	400	22.12	23.68	6934542
KAF1571137	102	21.93	23.51	6934542
KAF1571156	366	24.44	26.65	6934542
KAF1571157	292	24.25	26.22	6934542
KAF1571158	224	22.99	24.73	6934542
KAF1571161	83	23.17	25.59	6934542
KAF1571162	256	24.77	26.23	6934542
KAF1571163	223	22.83	23.52	6934542
KAF1571164	229	23.46	25.2	6934542
KAF1571165	103	20.35	22.64	6934542
KAF1571166	432	21.94	23.55	6934542
KAF1571167	102	21.05	23.4	6934542
KAF1571168	224	24.41	27.26	6934542
KAF1571170	231	23.95	26.28	6934542
KAF1571171	1279	24.5	26.8	6934542
KAF1571172	279	24.33	27.05	6934542
KAF1571173	350	23.73	26.44	6934542
KAF1571174	448	23.44	25.36	6934542
KAF1571175	176	25.01	27.11	6934542
KAF1571176	295	22.64	23.79	6934542
KAF1571177	219	22.91	24.47	6934542
KAF1571178	748	24.01	25.84	6934542
KAF1571179	109	24.85	27.34	6934542
KAF1571193	465	24.75	26.83	6934542
KAF1571194	159	22.67	24.81	6934542
KAF1571195	476	22.67	24.37	6934542
KAF1571196	417	25.23	27.78	6934542
KAF1571197	428	23.9	26.47	6934542
KAF1571198	180	21.62	23.03	6934542
KAF1571199	63	23.53	26.75	6934542
KAF1571200	232	26.07	29.48	6934542
KAF1571203	180	24.77	27.57	6934542
KAF1571205	265	24.23	25.62	6934542
KAF1571239	58	22.36	24.78	6934542
KAF1571242	50	23.52	24.48	6934542
KAF1571243	82	20.74	22.13	6934542
KAF1571273	116	19.04	19.13	6934542
KAF1571274	356	27.11	30.65	6934542
KAF1571275	338	27.04	30.72	6934542
KAF1571276	316	26.01	29.73	6934542
KAF1571277	169	21.26	21.84	6934542
KAF1571278	350	26.8	30.18	6934542
KAF1571279	95	23.2	25.01	6934542
KAF1571299	461	22.32	24.29	6934542
KAF1571300	449	24.46	27.42	6934542
KAF1571301	286	24.98	27.55	6934542
KAF1571302	64	19.78	20.41	6934542
KAF1571303	427	24.42	26.79	6934542
KAF1571304	817	22.69	23.94	6934542
KAF1571305	342	23.29	25.66	6934542
KAF1571306	408	24.28	26.58	6934542
KAF1571307	483	21.58	22.02	6934542
KAF1571308	361	25.78	28.65	6934542
KAF1571309	2205	22.77	24.57	6934542
KAF1571310	424	24.89	27.59	6934542
KAF1571311	1351	23.74	25.95	6934542
KAF1571312	377	24.33	26.64	6934542
KAF1571313	266	23.54	25.14	6934542
KAF1571314	395	25.13	27.75	6934542
KAF1571315	597	25.29	27.1	6934542
KAF1571316	491	23.25	25.29	6934542
KAF1571317	338	23.28	26	6934542
KAF1571318	569	24.46	26.7	6934542
KAF1571319	133	25.42	27.85	6934542
KAF1571320	173	22.72	24.51	6934542
KAF1571321	524	24.08	27.17	6934542
KAF1571322	371	25.7	29.19	6934542
KAF1571323	253	24.17	26.84	6934542
KAF1571324	473	19.53	21.13	6934542
KAF1571325	648	23.99	25.78	6934542
KAF1571326	309	20.21	21.22	6934542
KAF1571327	427	22.58	24.81	6934542
KAF1571328	707	23.89	26.7	6934542
KAF1571329	105	25.44	28.75	6934542
KAF1571330	233	23.53	26.72	6934542
KAF1571331	434	23.34	25.38	6934542
KAF1571332	147	25.47	28.33	6934542
KAF1571333	308	24.9	26.71	6934542
KAF1571334	96	25.76	27.91	6934542
KAF1571335	438	24.94	27.53	6934542
KAF1571336	221	23.75	25.5	6934542
KAF1571337	587	24.38	26.84	6934542
KAF1571338	574	23.54	26.66	6934542
KAF1571339	1049	21.3	22.25	6934542
KAF1571340	956	22.55	23.83	6934542
KAF1571341	364	25.15	26.85	6934542
KAF1571342	393	23.83	26.15	6934542
KAF1571343	483	23.87	25.99	6934542
KAF1571344	124	22.59	24.61	6934542
