Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
ENSCCEP00000000554	425	22.99	24.26	19098259
ENSCCEP00000000593	466	22.85	24.18	19098259
ENSCCEP00000000177	353	24.78	27.1	19098259
ENSCCEP00000000166	391	24.91	27	19098259
ENSCCEP00000000187	391	24.91	27	19098259
ENSCCEP00000000159	422	25.84	29.06	19098259
ENSCCEP00000000162	217	26.52	30.92	19098259
ENSCCEP00000000171	218	26.89	31.47	19098259
ENSCCEP00000000163	137	23.58	25.22	19098259
ENSCCEP00000000170	174	24.14	26.14	19098259
ENSCCEP00000000169	294	24.12	27.16	19098259
ENSCCEP00000000239	307	26.68	30.01	19098259
ENSCCEP00000000174	407	25.44	28.84	19098259
ENSCCEP00000000245	167	24.66	26.89	19098259
ENSCCEP00000000700	446	24.17	26.18	19098259
ENSCCEP00000000786	419	24.43	26.49	19098259
ENSCCEP00000000178	646	24.48	26.86	19098259
ENSCCEP00000000199	623	24.78	27.15	19098259
ENSCCEP00000000176	115	23.46	25.86	19098259
ENSCCEP00000000250	503	24.09	26.9	19098259
ENSCCEP00000000185	242	26.33	30.19	19098259
ENSCCEP00000000180	1333	21.26	22.29	19098259
ENSCCEP00000000197	751	22.54	23.56	19098259
ENSCCEP00000000215	1364	21.31	22.37	19098259
ENSCCEP00000000241	405	21.09	20.88	19098259
ENSCCEP00000000243	291	20.69	21.81	19098259
ENSCCEP00000000242	587	22.92	23.38	19098259
ENSCCEP00000000182	276	23.92	26.19	19098259
ENSCCEP00000000191	222	22.53	24.33	19098259
ENSCCEP00000000210	237	24.15	26.69	19098259
ENSCCEP00000000183	376	21.98	23.53	19098259
ENSCCEP00000000193	423	21.94	23.72	19098259
ENSCCEP00000000189	355	22.5	23.66	19098259
ENSCCEP00000000184	902	22.95	24.71	19098259
ENSCCEP00000000203	737	23.26	25.1	19098259
ENSCCEP00000000186	124	25.56	27.28	19098259
ENSCCEP00000000192	155	20.63	21	19098259
ENSCCEP00000000190	99	19.41	21.25	19098259
ENSCCEP00000000664	745	24.33	26.87	19098259
ENSCCEP00000000766	717	24.53	27.14	19098259
ENSCCEP00000001092	788	24.45	27.19	19098259
ENSCCEP00000001128	805	24.42	27.12	19098259
ENSCCEP00000001149	817	24.75	27.58	19098259
ENSCCEP00000001156	765	24.87	27.78	19098259
ENSCCEP00000001189	716	24.89	27.81	19098259
ENSCCEP00000001211	711	24.85	27.78	19098259
ENSCCEP00000001229	593	24.76	27.66	19098259
ENSCCEP00000000198	64	24.08	27.05	19098259
ENSCCEP00000000213	585	23.22	25.39	19098259
ENSCCEP00000000194	1256	23.97	26.41	19098259
ENSCCEP00000000224	1251	23.91	26.36	19098259
ENSCCEP00000000279	1269	24.06	26.52	19098259
ENSCCEP00000000329	1262	24.07	26.53	19098259
ENSCCEP00000000196	1166	23.92	26.02	19098259
ENSCCEP00000000227	1127	23.93	26.01	19098259
ENSCCEP00000000202	279	24.68	26.8	19098259
ENSCCEP00000000201	920	23.08	25.23	19098259
ENSCCEP00000000226	853	23.13	25.37	19098259
ENSCCEP00000000204	863	21.2	23.07	19098259
ENSCCEP00000000232	611	21.89	23.86	19098259
ENSCCEP00000000267	446	22.72	24.86	19098259
ENSCCEP00000000298	446	22.72	24.83	19098259
ENSCCEP00000000318	446	22.72	24.83	19098259
ENSCCEP00000000200	377	22.47	24.4	19098259
ENSCCEP00000000216	377	22.47	24.4	19098259
ENSCCEP00000000231	377	22.47	24.4	19098259
ENSCCEP00000000253	377	22.47	24.4	19098259
ENSCCEP00000000282	377	22.47	24.4	19098259
ENSCCEP00000000205	620	21.5	21.45	19098259
ENSCCEP00000000211	575	23.51	25.23	19098259
ENSCCEP00000000223	535	23.25	24.87	19098259
ENSCCEP00000000214	157	24.49	26.77	19098259
ENSCCEP00000000209	383	26.46	29.68	19098259
ENSCCEP00000000221	493	23.19	24.36	19098259
ENSCCEP00000000206	371	24.37	26.64	19098259
ENSCCEP00000000218	430	24.24	26.47	19098259
ENSCCEP00000000208	973	21.32	22.89	19098259
ENSCCEP00000000207	390	19.44	20.48	19098259
ENSCCEP00000000212	559	26.13	29.41	19098259
ENSCCEP00000000228	531	26.18	29.45	19098259
ENSCCEP00000002343	1954	20.67	22.94	19098259
ENSCCEP00000002351	1906	20.82	23.14	19098259
ENSCCEP00000002395	1801	20.76	22.98	19098259
ENSCCEP00000002487	1763	20.92	23.22	19098259
ENSCCEP00000002497	1859	20.57	22.72	19098259
ENSCCEP00000002562	1596	20.59	22.76	19098259
ENSCCEP00000000217	230	21.71	23.61	19098259
ENSCCEP00000000220	210	21.28	22.96	19098259
ENSCCEP00000000219	597	24.22	26.43	19098259
ENSCCEP00000000235	547	24.54	26.8	19098259
ENSCCEP00000000269	124	24.19	26.54	19098259
ENSCCEP00000000775	494	23.27	25.82	19098259
ENSCCEP00000000222	804	24.47	26.78	19098259
ENSCCEP00000000256	804	24.47	26.78	19098259
ENSCCEP00000000234	255	24.75	27.56	19098259
ENSCCEP00000000225	94	23.63	25.88	19098259
ENSCCEP00000000237	240	23.09	23.97	19098259
ENSCCEP00000000650	374	23.16	24.89	19098259
ENSCCEP00000000673	363	22.9	24.49	19098259
ENSCCEP00000000683	331	23.45	25.1	19098259
ENSCCEP00000000230	542	25.23	28.09	19098259
ENSCCEP00000000229	582	24.65	26.54	19098259
ENSCCEP00000000233	884	22.23	24.17	19098259
ENSCCEP00000000240	858	22.21	24.13	19098259
ENSCCEP00000000273	832	22.38	24.34	19098259
ENSCCEP00000000305	830	22.38	24.31	19098259
ENSCCEP00000000352	844	22.11	24.11	19098259
ENSCCEP00000000376	778	22.38	24.33	19098259
ENSCCEP00000000238	170	23.48	25.5	19098259
ENSCCEP00000000236	442	21.97	23.57	19098259
ENSCCEP00000000260	403	22.06	23.8	19098259
ENSCCEP00000000249	287	22.63	24.21	19098259
ENSCCEP00000000440	777	23.4	25.75	19098259
ENSCCEP00000000472	743	23.32	25.63	19098259
ENSCCEP00000000509	722	23.37	25.65	19098259
ENSCCEP00000000528	756	23.45	25.77	19098259
ENSCCEP00000000529	655	23.18	25.4	19098259
ENSCCEP00000001852	936	22.67	24.78	19098259
ENSCCEP00000001897	887	22.68	24.81	19098259
ENSCCEP00000001964	1072	22.93	25.05	19098259
ENSCCEP00000001967	1069	22.86	24.97	19098259
ENSCCEP00000005494	4378	23.22	25.51	19098259
ENSCCEP00000005538	4372	23.25	25.54	19098259
ENSCCEP00000005541	4357	23.21	25.49	19098259
ENSCCEP00000005556	4350	23.22	25.51	19098259
ENSCCEP00000000247	352	24.25	25.21	19098259
ENSCCEP00000000248	365	24.56	27.02	19098259
ENSCCEP00000000246	197	23.99	26.26	19098259
ENSCCEP00000000244	378	24.06	25.97	19098259
ENSCCEP00000000254	375	24.09	25.71	19098259
ENSCCEP00000000266	425	23.89	26.58	19098259
ENSCCEP00000000301	425	23.89	26.58	19098259
ENSCCEP00000000252	379	22.92	24.68	19098259
ENSCCEP00000000255	185	21.09	22.8	19098259
ENSCCEP00000000251	285	23.2	25.05	19098259
ENSCCEP00000000259	276	23.39	25.04	19098259
ENSCCEP00000000257	70	23.04	26.39	19098259
ENSCCEP00000000258	828	23.74	25.89	19098259
ENSCCEP00000000270	1467	21.89	23.05	19098259
ENSCCEP00000000263	92	24.76	26.67	19098259
ENSCCEP00000001781	1112	24.02	26.38	19098259
ENSCCEP00000001827	1158	23.79	26.12	19098259
ENSCCEP00000001832	1142	23.71	26.01	19098259
ENSCCEP00000000261	505	24.91	26.42	19098259
ENSCCEP00000000271	105	23.71	24.92	19098259
ENSCCEP00000000265	599	24.05	26.07	19098259
ENSCCEP00000000289	606	23.92	26.04	19098259
ENSCCEP00000000325	608	24.04	26.2	19098259
ENSCCEP00000000355	582	24.22	26.49	19098259
ENSCCEP00000000378	578	24.18	26.31	19098259
ENSCCEP00000000396	572	24.11	26.26	19098259
ENSCCEP00000000424	562	24.01	26.1	19098259
ENSCCEP00000000436	606	23.92	26.04	19098259
ENSCCEP00000000264	286	20.81	22.1	19098259
ENSCCEP00000000280	314	21.19	22.59	19098259
ENSCCEP00000000284	128	23.19	25.43	19098259
ENSCCEP00000000268	201	21.61	22.45	19098259
ENSCCEP00000000276	363	21.51	23.36	19098259
ENSCCEP00000000278	1201	23.44	25.44	19098259
ENSCCEP00000000272	413	24.84	27.02	19098259
ENSCCEP00000000287	413	24.84	27.02	19098259
ENSCCEP00000000281	1513	23.92	26.1	19098259
ENSCCEP00000000333	1480	24.02	26.19	19098259
ENSCCEP00000000397	1476	23.95	26.18	19098259
ENSCCEP00000000454	1475	23.9	26.06	19098259
ENSCCEP00000000513	1513	23.92	26.1	19098259
ENSCCEP00000000563	1546	23.89	26.06	19098259
ENSCCEP00000000586	1508	23.86	26.02	19098259
ENSCCEP00000000609	1502	23.97	26.15	19098259
ENSCCEP00000000283	56	23.33	26.14	19098259
ENSCCEP00000000274	1130	20.75	22.51	19098259
ENSCCEP00000000327	1077	20.76	22.52	19098259
ENSCCEP00000000365	1113	20.33	22.01	19098259
ENSCCEP00000000275	540	23.44	25.62	19098259
ENSCCEP00000000277	337	24.14	26.1	19098259
ENSCCEP00000000299	561	22.53	23.71	19098259
ENSCCEP00000002342	1857	23.24	25.59	19098259
ENSCCEP00000002890	1805	23.34	25.79	19098259
ENSCCEP00000003141	1802	23.4	25.86	19098259
ENSCCEP00000003147	1803	23.46	25.87	19098259
ENSCCEP00000003372	1804	23.35	25.81	19098259
ENSCCEP00000003390	1856	23.26	25.65	19098259
ENSCCEP00000003630	1862	23.27	25.67	19098259
ENSCCEP00000003633	1846	23.42	25.84	19098259
ENSCCEP00000003669	1820	23.4	25.85	19098259
ENSCCEP00000000296	1000	22.03	24.71	19098259
ENSCCEP00000000285	69	23.3	25.67	19098259
ENSCCEP00000000290	65	27.41	31.09	19098259
ENSCCEP00000000286	433	21.5	22.86	19098259
ENSCCEP00000000310	417	22.33	23.83	19098259
ENSCCEP00000000288	133	26.83	30.42	19098259
ENSCCEP00000000291	651	23.55	25.36	19098259
ENSCCEP00000000292	809	23.06	25.16	19098259
ENSCCEP00000000307	820	23.32	25.46	19098259
ENSCCEP00000000331	785	23.07	25.12	19098259
ENSCCEP00000000293	346	23.57	25.78	19098259
ENSCCEP00000000294	337	23.81	25.93	19098259
ENSCCEP00000000295	75	22.11	25.21	19098259
ENSCCEP00000000306	500	22.84	24.62	19098259
ENSCCEP00000000309	161	27.28	30.63	19098259
ENSCCEP00000000302	127	24.23	26.72	19098259
ENSCCEP00000000300	230	23.87	25.98	19098259
ENSCCEP00000000458	246	21.42	23.61	19098259
ENSCCEP00000000490	196	21.59	23.72	19098259
ENSCCEP00000000303	245	22.81	25.31	19098259
ENSCCEP00000000308	435	23.29	24.6	19098259
ENSCCEP00000000312	149	22.46	24.23	19098259
ENSCCEP00000000311	275	22.89	24.57	19098259
ENSCCEP00000000324	274	22.44	24.77	19098259
ENSCCEP00000000314	740	22.7	23.5	19098259
ENSCCEP00000000341	757	22.72	23.57	19098259
ENSCCEP00000000332	57	21.83	24.62	19098259
ENSCCEP00000000495	617	23.19	25.24	19098259
ENSCCEP00000000507	599	23.26	25.3	19098259
ENSCCEP00000000316	80	24.25	25.81	19098259
ENSCCEP00000000317	273	21.02	22.57	19098259
ENSCCEP00000000315	311	22.23	23.35	19098259
ENSCCEP00000000319	572	23.76	25.85	19098259
ENSCCEP00000000340	440	22.2	23.76	19098259
ENSCCEP00000000342	478	20.64	21.88	19098259
ENSCCEP00000000351	478	20.64	21.88	19098259
ENSCCEP00000000372	411	22.1	23.64	19098259
ENSCCEP00000000380	353	22.23	23.99	19098259
ENSCCEP00000000389	299	22.33	24.24	19098259
ENSCCEP00000000326	449	21.47	23.1	19098259
ENSCCEP00000000321	68	27.97	30.33	19098259
ENSCCEP00000000322	337	21.17	23.16	19098259
ENSCCEP00000000323	149	23.35	26.31	19098259
ENSCCEP00000000328	100	26.38	29.5	19098259
ENSCCEP00000000870	302	22.93	24.9	19098259
ENSCCEP00000000919	338	22.74	24.46	19098259
ENSCCEP00000000949	346	22.57	24.12	19098259
ENSCCEP00000000955	388	22.61	24.13	19098259
ENSCCEP00000000330	444	27.19	29.64	19098259
ENSCCEP00000000347	449	27.19	29.62	19098259
ENSCCEP00000000810	556	22.93	24.11	19098259
ENSCCEP00000000922	624	23.02	24.37	19098259
ENSCCEP00000000336	106	23.58	26.32	19098259
ENSCCEP00000000337	96	22.67	23.66	19098259
ENSCCEP00000000334	360	22.88	24.83	19098259
ENSCCEP00000000339	87	22.03	23.4	19098259
ENSCCEP00000000335	68	24.45	26.88	19098259
ENSCCEP00000000338	253	25.04	27.38	19098259
ENSCCEP00000000344	82	27.77	30.18	19098259
ENSCCEP00000000346	907	24.29	26.42	19098259
ENSCCEP00000000345	336	26.86	30.48	19098259
ENSCCEP00000000349	1076	23.82	26.04	19098259
ENSCCEP00000000384	1076	23.82	26.04	19098259
ENSCCEP00000000410	1034	23.69	25.81	19098259
ENSCCEP00000000348	256	24.08	25.56	19098259
ENSCCEP00000000353	295	24.3	25.95	19098259
ENSCCEP00000000357	207	23.01	25.07	19098259
ENSCCEP00000000343	206	21.63	23.68	19098259
ENSCCEP00000000354	298	24.9	26.82	19098259
ENSCCEP00000000364	300	24.95	26.89	19098259
ENSCCEP00000000350	315	22.16	23.35	19098259
ENSCCEP00000000358	90	19.66	21.84	19098259
ENSCCEP00000000368	163	22.71	25.35	19098259
ENSCCEP00000000379	169	25.11	27.36	19098259
ENSCCEP00000000651	710	24.73	26.92	19098259
ENSCCEP00000000671	641	25.46	27.82	19098259
ENSCCEP00000000356	345	24.16	27.19	19098259
ENSCCEP00000000366	330	25.01	28.26	19098259
ENSCCEP00000000361	93	18.95	19.67	19098259
ENSCCEP00000000360	307	23.35	25.73	19098259
ENSCCEP00000000362	304	22.5	24.66	19098259
ENSCCEP00000000377	329	23.06	25.39	19098259
ENSCCEP00000000391	284	22.82	25.17	19098259
ENSCCEP00000000398	302	22.27	24.29	19098259
ENSCCEP00000000363	149	21.82	23.78	19098259
ENSCCEP00000000601	428	27.78	30.24	19098259
ENSCCEP00000000631	430	27.8	30.24	19098259
ENSCCEP00000000677	411	28.37	31.02	19098259
ENSCCEP00000000722	404	27.58	30.12	19098259
ENSCCEP00000000723	384	28.23	30.9	19098259
ENSCCEP00000000370	824	21.28	22.94	19098259
ENSCCEP00000000374	1110	21.79	22.95	19098259
ENSCCEP00000000405	1067	21.86	22.93	19098259
ENSCCEP00000000369	117	23.23	25.72	19098259
ENSCCEP00000000371	116	25.31	27	19098259
ENSCCEP00000000390	221	22.39	24.2	19098259
ENSCCEP00000000373	370	24.99	27.34	19098259
ENSCCEP00000000375	639	23.69	25.71	19098259
ENSCCEP00000000387	639	23.69	25.71	19098259
ENSCCEP00000000383	73	20.03	19.63	19098259
ENSCCEP00000000382	136	22.2	24.1	19098259
ENSCCEP00000000394	4555	22.66	25.25	19098259
ENSCCEP00000000430	4555	22.66	25.25	19098259
ENSCCEP00000000470	4543	22.66	25.26	19098259
ENSCCEP00000000521	4575	22.65	25.25	19098259
ENSCCEP00000000552	4380	22.69	25.36	19098259
ENSCCEP00000000577	4359	22.68	25.36	19098259
ENSCCEP00000000381	289	24.37	26.34	19098259
ENSCCEP00000000385	892	22.22	24.25	19098259
ENSCCEP00000000417	892	22.26	24.28	19098259
ENSCCEP00000000442	834	22.62	24.71	19098259
ENSCCEP00000000386	546	22.74	23.1	19098259
ENSCCEP00000000393	120	24.03	27.58	19098259
ENSCCEP00000000388	460	24.55	25.7	19098259
ENSCCEP00000000402	288	25.86	28.97	19098259
ENSCCEP00000000392	195	22.86	24.21	19098259
ENSCCEP00000000406	194	23.14	24.68	19098259
ENSCCEP00000000865	507	23.01	25.21	19098259
ENSCCEP00000000878	446	23.12	25.42	19098259
ENSCCEP00000001001	472	23.09	25.38	19098259
ENSCCEP00000001144	472	23.2	25.52	19098259
ENSCCEP00000001147	587	23.15	25.27	19098259
ENSCCEP00000000401	94	25.37	27.78	19098259
ENSCCEP00000000400	735	22.49	25.19	19098259
ENSCCEP00000000407	144	20.9	22.15	19098259
ENSCCEP00000000403	63	23.09	25.02	19098259
