Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
KAF1644198	242	23.49	26.01	6263581
KAF1644241	90	21.22	22.83	6263581
KAF1644242	81	24.68	26.99	6263581
KAF1644249	454	22.45	24.73	6263581
KAF1644250	384	24.73	26.85	6263581
KAF1644339	244	24.81	26.69	6263581
KAF1644356	464	24.17	26.36	6263581
KAF1644400	92	24.48	26.45	6263581
KAF1644452	105	24.08	26.89	6263581
KAF1644463	1195	22.59	24.55	6263581
KAF1644464	183	21.27	22.84	6263581
KAF1644465	350	22.45	24.44	6263581
KAF1644466	988	22.5	24.15	6263581
KAF1644467	293	22.67	24.29	6263581
KAF1644479	397	22.88	25	6263581
KAF1644480	631	23	24.91	6263581
KAF1644489	507	24.85	27.31	6263581
KAF1644490	456	23.45	25.66	6263581
KAF1644491	890	23.31	25.68	6263581
KAF1644492	700	24.39	26.42	6263581
KAF1644493	1475	23.67	25.54	6263581
KAF1644494	417	23.21	25.33	6263581
KAF1644495	764	24.19	27.01	6263581
KAF1644514	198	22.92	24.91	6263581
KAF1644515	326	22.34	23.68	6263581
KAF1644533	52	22.46	23.31	6263581
KAF1644534	170	22.58	24.09	6263581
KAF1644535	90	27.72	30.01	6263581
KAF1644553	415	21.38	23.39	6263581
KAF1644562	190	25.15	27.66	6263581
KAF1644563	398	21.4	22.56	6263581
KAF1644564	374	23.72	26.16	6263581
KAF1644565	290	25.52	29.48	6263581
KAF1644566	436	21.11	22.7	6263581
KAF1644567	607	23.52	25.15	6263581
KAF1644568	199	22.63	24.86	6263581
KAF1644574	222	23.74	26.2	6263581
KAF1644591	548	23.95	26.02	6263581
KAF1644592	326	22.31	24.01	6263581
KAF1644593	241	23.19	25.42	6263581
KAF1644594	205	23.76	26.43	6263581
KAF1644595	711	23.84	25.57	6263581
KAF1644596	800	22.79	24.65	6263581
KAF1644597	426	22.58	24.18	6263581
KAF1644598	265	22.83	25.3	6263581
KAF1644599	1207	23.39	25.9	6263581
KAF1644600	351	21.03	21.85	6263581
KAF1644601	278	23.79	26.06	6263581
KAF1644602	70	25.99	27.51	6263581
KAF1644641	78	26.99	27.6	6263581
KAF1644669	384	24.63	26.63	6263581
KAF1644670	459	24.84	27.41	6263581
KAF1644671	2039	21.36	23.09	6263581
KAF1644672	125	22.65	25.33	6263581
KAF1644673	482	25.81	29.09	6263581
KAF1644674	617	22.95	24.63	6263581
KAF1644675	636	24.53	26.96	6263581
KAF1644676	461	25.01	27.54	6263581
KAF1644677	545	23.83	26.36	6263581
KAF1644678	321	26.01	29.12	6263581
KAF1644679	225	25.3	28.44	6263581
KAF1644680	296	23.88	25.62	6263581
KAF1644717	178	25.04	26.99	6263581
KAF1644718	184	22.16	23.8	6263581
KAF1644719	693	23.69	25.87	6263581
KAF1644722	242	19.76	21.58	6263581
KAF1644782	95	23.6	26.96	6263581
KAF1644783	248	22.44	23.78	6263581
KAF1644784	969	24.45	26.88	6263581
KAF1644785	560	23.08	25.4	6263581
KAF1644786	187	25.21	27.44	6263581
KAF1644787	222	22.39	24.25	6263581
KAF1644788	799	22.18	23.47	6263581
KAF1644789	179	25.19	28.41	6263581
KAF1644790	466	21.8	24.08	6263581
KAF1644791	679	23.54	25.85	6263581
KAF1644792	339	26.15	29.99	6263581
KAF1644793	296	24.09	25.9	6263581
KAF1644794	378	24.64	26.85	6263581
KAF1644795	815	22.32	24.33	6263581
KAF1644796	200	24.32	27.17	6263581
KAF1644797	809	26.14	29.2	6263581
KAF1644798	890	24.18	26.71	6263581
KAF1644799	190	24.4	27.17	6263581
KAF1644800	928	23.11	24.84	6263581
KAF1644801	1221	23.51	25.75	6263581
KAF1644802	425	24.25	26.57	6263581
KAF1644803	133	23.66	26.57	6263581
KAF1644809	287	24.42	26.07	6263581
KAF1644830	150	24.05	26.31	6263581
KAF1644843	322	23.43	25.97	6263581
KAF1644844	877	23.58	26.29	6263581
KAF1644845	353	23.76	25.13	6263581
KAF1644846	149	23.75	26.2	6263581
KAF1644847	451	24.14	26.68	6263581
KAF1644848	572	22.04	23.25	6263581
KAF1644849	990	21.95	23.27	6263581
KAF1644850	486	22.08	23.2	6263581
KAF1644851	184	23.6	26.53	6263581
KAF1644852	433	25.07	27.82	6263581
KAF1644853	560	24.14	26.5	6263581
KAF1644854	157	26.06	29.32	6263581
KAF1644855	128	26.95	30.2	6263581
KAF1644856	235	24.63	25.06	6263581
KAF1644857	496	24.89	27.37	6263581
KAF1644858	465	23.14	23.32	6263581
KAF1644859	424	23.6	25.53	6263581
KAF1644860	615	25.13	27.66	6263581
KAF1644861	308	25.34	28.21	6263581
KAF1644862	1464	20.86	22.13	6263581
KAF1644863	197	23.44	25.64	6263581
KAF1644864	360	23	25.07	6263581
KAF1644865	387	25.7	29.04	6263581
KAF1644866	266	23.1	25.45	6263581
KAF1644867	770	25.05	27.39	6263581
KAF1644868	201	23.74	26.1	6263581
KAF1644869	361	21.76	23.11	6263581
KAF1644931	193	25.65	28.97	6263581
KAF1644932	108	20.44	22.67	6263581
KAF1644933	200	26.15	28.3	6263581
KAF1644936	944	24.38	26.57	6263581
KAF1644937	334	21.81	24.25	6263581
KAF1644938	1531	20.65	21.27	6263581
KAF1644939	483	23.35	25.67	6263581
KAF1644940	595	20.56	22.42	6263581
KAF1644948	158	23.62	25.53	6263581
KAF1644949	421	22.34	23.73	6263581
KAF1644950	284	21.91	23.18	6263581
KAF1644951	230	25.05	27.43	6263581
KAF1644952	599	22.23	24.06	6263581
KAF1644953	1332	22.33	24.06	6263581
KAF1644954	550	25.1	27.47	6263581
KAF1644955	587	20.23	21.64	6263581
KAF1644970	978	23.5	25.89	6263581
KAF1644971	371	22.3	24.23	6263581
KAF1644972	117	21.7	22.71	6263581
KAF1644973	854	22.43	23.99	6263581
KAF1644974	681	24.75	27.66	6263581
KAF1644975	592	22.68	24.61	6263581
KAF1644976	150	22.94	24.63	6263581
KAF1644997	175	24.76	26.19	6263581
KAF1644999	615	22.04	23.69	6263581
KAF1645004	314	23.28	24.21	6263581
KAF1645005	462	24.42	27.6	6263581
KAF1645008	1115	22.81	24.19	6263581
KAF1645009	467	21.57	23.79	6263581
KAF1645010	279	23.58	25.75	6263581
KAF1645011	764	23.76	26.36	6263581
KAF1645012	761	21.66	23.54	6263581
KAF1645013	327	24.36	26.82	6263581
KAF1645014	588	23.99	26.36	6263581
KAF1645015	82	22.94	24.3	6263581
KAF1645016	609	21.02	22.56	6263581
KAF1645017	506	25.39	27.93	6263581
KAF1645018	327	23.87	26.35	6263581
KAF1645019	219	28.67	32.34	6263581
KAF1645020	355	22.39	23.97	6263581
KAF1645047	338	27.09	30.75	6263581
KAF1645048	316	25.98	29.71	6263581
KAF1645049	344	27.02	30.57	6263581
KAF1645050	381	25.42	28.77	6263581
KAF1645051	130	24.92	27.57	6263581
KAF1645052	160	20.72	21.59	6263581
KAF1645078	189	23.22	25.69	6263581
KAF1645097	84	24.19	26.67	6263581
KAF1645098	192	24.72	26.87	6263581
KAF1645099	122	23.65	25	6263581
KAF1645100	396	23.09	24.86	6263581
KAF1645101	825	22.14	23.7	6263581
KAF1645102	431	22.84	24.71	6263581
KAF1645103	1290	24.02	26.33	6263581
KAF1645104	82	25.79	28.46	6263581
KAF1645105	2895	21.31	22.95	6263581
KAF1645127	332	25.23	27.84	6263581
KAF1645128	310	24.13	25.68	6263581
KAF1645129	1127	22.93	24.75	6263581
KAF1645151	340	21.76	23.64	6263581
KAF1645229	104	19.38	21.23	6263581
KAF1645230	93	21.16	23.5	6263581
KAF1645231	756	21.88	23.62	6263581
KAF1645256	135	24.74	26.64	6263581
KAF1645283	163	21.56	23.13	6263581
KAF1645284	490	23.42	25.35	6263581
KAF1645285	2531	22.93	25.23	6263581
KAF1645286	918	23.53	25.86	6263581
KAF1645287	289	24.91	26.72	6263581
KAF1645288	297	23.24	25.16	6263581
KAF1645289	1800	22.5	24.43	6263581
KAF1645290	83	24.17	25.46	6263581
KAF1645291	636	23.36	25.44	6263581
KAF1645292	261	23.09	25.3	6263581
KAF1645293	541	24.05	26.38	6263581
KAF1645294	760	22.18	24.12	6263581
KAF1645295	237	23.7	24.79	6263581
KAF1645296	97	22.71	25.85	6263581
KAF1645297	185	21.43	23.78	6263581
KAF1645298	262	24.5	26.92	6263581
KAF1645299	86	23.81	27.02	6263581
KAF1645300	135	22.25	23.39	6263581
KAF1645301	715	23.25	25.67	6263581
KAF1645302	249	22.97	25.23	6263581
KAF1645303	309	25.82	29.57	6263581
KAF1645304	458	23.46	25.52	6263581
KAF1645305	477	24.83	27.87	6263581
KAF1645306	235	23.58	26.59	6263581
KAF1645307	222	24.24	26.31	6263581
KAF1645308	403	24.7	27.08	6263581
KAF1645309	604	22.08	22.9	6263581
KAF1645310	189	23.82	26.35	6263581
KAF1645311	699	23.58	25.07	6263581
KAF1645312	306	24.25	26.99	6263581
KAF1645313	445	25.35	29.15	6263581
KAF1645314	83	25.69	27.94	6263581
KAF1645315	427	28.26	31.25	6263581
KAF1645316	1002	23.82	26.3	6263581
KAF1645317	108	23.6	26.5	6263581
KAF1645318	244	23.03	23.76	6263581
KAF1645319	104	26.2	28.39	6263581
KAF1645320	921	24.46	27.57	6263581
KAF1645321	902	23.21	25.14	6263581
KAF1645322	309	23.97	25.99	6263581
KAF1645343	68	23.05	25.6	6263581
KAF1645358	201	23.02	25.17	6263581
KAF1645367	95	25.36	27.84	6263581
KAF1645369	169	21.48	23.05	6263581
KAF1645370	677	23.01	25.02	6263581
KAF1645371	190	20.81	22.62	6263581
KAF1645372	1139	24.88	27.53	6263581
KAF1645373	229	21.15	22.95	6263581
KAF1645374	380	26.11	28.7	6263581
KAF1645375	365	22.15	24.51	6263581
KAF1645376	224	23.46	25.78	6263581
KAF1645377	258	24.89	27.72	6263581
KAF1645378	562	24.12	26.18	6263581
KAF1645379	177	22.78	25.29	6263581
KAF1645380	398	23.86	26.15	6263581
KAF1645381	192	24.07	26.39	6263581
KAF1645382	1026	23.4	25.48	6263581
KAF1645383	356	22.18	24.22	6263581
KAF1645390	96	20.55	22.42	6263581
KAF1645406	1120	23.03	24.99	6263581
KAF1645407	107	25.38	27.81	6263581
KAF1645408	1004	22.34	24.43	6263581
KAF1645409	180	21.05	22.63	6263581
KAF1645410	491	23.15	25.22	6263581
KAF1645411	433	21.1	22.69	6263581
KAF1645425	63	23.85	24.31	6263581
KAF1645437	293	24.2	26.22	6263581
KAF1645464	231	24.2	25.93	6263581
KAF1645465	260	23.49	25.65	6263581
KAF1645466	141	23.29	24.37	6263581
KAF1645467	870	26.4	28.98	6263581
KAF1645468	121	24.18	26.48	6263581
KAF1645469	289	20.47	22.82	6263581
KAF1645470	1157	21.08	22.57	6263581
KAF1645471	1407	21.96	23.74	6263581
KAF1645472	294	25.03	27.17	6263581
KAF1645473	194	23.28	25.6	6263581
KAF1645474	474	24	26.84	6263581
KAF1645475	571	26.77	30.38	6263581
KAF1645476	180	23.3	25.54	6263581
KAF1645477	321	22.11	23.48	6263581
KAF1645478	183	23.23	25.43	6263581
KAF1645479	185	21.99	23.32	6263581
KAF1645480	144	25.31	27.7	6263581
KAF1645481	156	22.91	24.87	6263581
KAF1645482	342	24.13	26.78	6263581
KAF1645483	846	22.84	24.79	6263581
KAF1645484	581	25.01	27.77	6263581
KAF1645485	192	22.55	23.21	6263581
KAF1645486	156	22.81	25.01	6263581
KAF1645487	377	23.6	25.81	6263581
KAF1645488	841	22.14	23.88	6263581
KAF1645489	952	25.64	28.18	6263581
KAF1645490	117	24.73	27.9	6263581
KAF1645491	314	23.45	25.53	6263581
KAF1645492	246	23.21	25.31	6263581
KAF1645493	1271	21.95	23.22	6263581
KAF1645494	111	25.12	26.64	6263581
KAF1645495	694	23.83	26.28	6263581
KAF1645496	440	24.94	27.15	6263581
KAF1645497	166	24.92	27.58	6263581
KAF1645498	816	24.29	27.33	6263581
KAF1645499	74	25.18	28.12	6263581
KAF1645500	729	23.19	25.37	6263581
KAF1645501	328	21.89	23.81	6263581
KAF1645502	388	24.56	26.76	6263581
KAF1645503	131	24.17	26.47	6263581
KAF1645504	146	24.24	26.34	6263581
KAF1645505	248	22	22.88	6263581
KAF1645506	411	22.91	25.02	6263581
KAF1645507	662	23.43	25.57	6263581
KAF1645508	354	23.01	25.36	6263581
KAF1645509	442	28.73	32.34	6263581
KAF1645510	516	22.37	23.94	6263581
KAF1645511	1001	26.03	28.34	6263581
KAF1645512	2450	21.14	23.05	6263581
KAF1645513	793	23.06	24.92	6263581
KAF1645544	2443	21.62	22.58	6263581
KAF1645545	159	24.16	25.43	6263581
KAF1645546	458	25.46	29.06	6263581
KAF1645547	87	24.03	27.71	6263581
KAF1645565	107	23.85	26.73	6263581
KAF1645580	450	22.74	24.41	6263581
KAF1645584	404	23.03	25.4	6263581
KAF1645586	271	21.73	22.58	6263581
KAF1645644	58	24.38	25.14	6263581
KAF1645670	404	24.69	26.95	6263581
KAF1645671	713	22.53	24.48	6263581
KAF1645672	106	25.13	27.39	6263581
KAF1645679	590	24.34	25.96	6263581
KAF1645680	579	21.06	22.02	6263581
KAF1645681	674	24.64	27.47	6263581
KAF1645682	553	24.32	24.8	6263581
KAF1645683	468	24.62	27.88	6263581
KAF1645684	601	25.33	28.33	6263581
KAF1645685	417	23.61	25.38	6263581
KAF1645686	207	27.29	30.71	6263581
KAF1645691	845	23.12	25.37	6263581
KAF1645692	478	24.47	27.09	6263581
KAF1645693	473	24.64	26.51	6263581
KAF1645694	157	23.32	24.78	6263581
KAF1645695	205	22.47	24.92	6263581
KAF1645696	116	21.98	24.63	6263581
KAF1645697	105	24.72	26.68	6263581
KAF1645698	709	22.82	24.81	6263581
KAF1645699	595	21.36	22.78	6263581
KAF1645700	56	23.69	25.23	6263581
KAF1645701	296	24.41	26.66	6263581
KAF1645702	532	19.66	21.13	6263581
KAF1645703	226	27.79	31.12	6263581
KAF1645704	588	24.37	27.28	6263581
KAF1645705	246	23.81	25.93	6263581
KAF1645706	362	27.43	30.41	6263581
KAF1645707	533	23.89	26.86	6263581
KAF1645708	209	22.62	25.36	6263581
KAF1645709	158	23.79	25.37	6263581
KAF1645715	494	24.25	25.86	6263581
KAF1645762	1871	22.92	24.55	6263581
KAF1645763	306	21.96	23.84	6263581
KAF1645764	153	21.63	23.24	6263581
KAF1645765	1327	22.57	24.23	6263581
KAF1645766	449	24.1	25.9	6263581
KAF1645768	374	24.4	27.01	6263581
KAF1645790	284	25.9	29.6	6263581
KAF1645792	63	25.66	28.41	6263581
KAF1645793	637	22.64	24.29	6263581
KAF1645794	156	24.38	26.54	6263581
KAF1645795	485	25.74	29.07	6263581
KAF1645796	273	24.28	26.99	6263581
KAF1645799	861	25.04	28.47	6263581
KAF1645800	434	23.72	25.75	6263581
KAF1645801	1215	24.63	27.17	6263581
KAF1645804	81	21.65	23.57	6263581
KAF1645809	220	22.38	25.2	6263581
KAF1645839	106	21.29	23.08	6263581
KAF1645840	166	23.68	25.38	6263581
KAF1645842	344	22.73	24.99	6263581
KAF1645843	67	24.56	26.97	6263581
KAF1645844	228	22.51	25.34	6263581
KAF1645847	1085	24	26.75	6263581
KAF1645848	453	22.55	24.39	6263581
KAF1645852	228	24.51	27.71	6263581
KAF1645853	180	26.11	29.62	6263581
KAF1645874	147	24.47	26.49	6263581
KAF1645965	78	22.53	24.67	6263581
KAF1645994	79	25.4	26.26	6263581
KAF1645995	75	26.41	27.77	6263581
KAF1646061	2329	22.57	24.49	6263581
KAF1646067	106	21.65	22.71	6263581
KAF1646068	414	23.53	25.66	6263581
KAF1646069	201	21.41	23.35	6263581
KAF1646076	1439	23.42	25.62	6263581
KAF1646077	176	21.69	22.46	6263581
KAF1646078	338	22.55	24.5	6263581
KAF1646079	951	23.47	25.78	6263581
KAF1646080	702	24.69	27.05	6263581
KAF1646081	893	23.51	25.29	6263581
KAF1646082	500	24.12	26.94	6263581
KAF1646083	267	22.76	25.58	6263581
KAF1646084	872	22.2	23.61	6263581
KAF1646085	275	24.09	26.07	6263581
KAF1646086	456	24.34	27.41	6263581
KAF1646087	174	25.03	27.05	6263581
KAF1646088	390	23.88	25.77	6263581
KAF1646089	712	24.74	26.91	6263581
KAF1646090	123	23.47	25.54	6263581
KAF1646091	479	23.76	25.69	6263581
KAF1646092	402	21.93	23.43	6263581
KAF1646093	329	27.15	30.65	6263581
KAF1646133	667	23.4	25.42	6263581
KAF1646134	152	24.97	27.01	6263581
KAF1646135	1026	24.75	27.87	6263581
KAF1646136	1126	22.14	23.57	6263581
KAF1646137	142	23.09	25.51	6263581
KAF1646138	253	23.96	27.03	6263581
KAF1646139	1315	21.91	23.86	6263581
KAF1646140	491	23.51	24.9	6263581
KAF1646141	221	24.42	26.88	6263581
KAF1646142	1659	21.74	22.99	6263581
KAF1646143	576	24.32	26.3	6263581
KAF1646144	209	25.9	29.26	6263581
KAF1646145	789	21.8	23.36	6263581
KAF1646146	595	24.83	27.36	6263581
KAF1646147	392	25.11	28.03	6263581
KAF1646148	760	24.96	27.78	6263581
KAF1646149	94	23.98	24.82	6263581
KAF1646150	496	22.41	24.59	6263581
KAF1646157	187	21.41	23.26	6263581
KAF1646158	440	23.26	25.66	6263581
KAF1646159	1218	23.55	25.78	6263581
KAF1646160	100	25.31	28.25	6263581
KAF1646161	156	21.33	22.26	6263581
KAF1646162	190	21.49	22.73	6263581
KAF1646163	1090	23	24.97	6263581
KAF1646164	229	24.65	27.24	6263581
KAF1646165	323	23.63	26.15	6263581
KAF1646166	391	23.27	25.04	6263581
KAF1646167	98	25.94	28.69	6263581
KAF1646238	123	21.79	23.52	6263581
KAF1646296	468	20.56	21.22	6263581
KAF1646392	437	24.12	26.86	6263581
KAF1646393	309	23.58	25.81	6263581
KAF1646394	888	22.72	24.49	6263581
KAF1646395	157	20.29	21.15	6263581
KAF1646396	579	21.14	22.85	6263581
KAF1646397	563	24.02	26.41	6263581
KAF1646405	96	22.48	25.36	6263581
KAF1646452	143	23.38	25.64	6263581
KAF1646453	236	22.9	25.5	6263581
KAF1646467	430	24.21	26.9	6263581
KAF1646468	292	25.55	27.98	6263581
KAF1646469	508	24.79	27.06	6263581
KAF1646470	146	24.01	26.72	6263581
KAF1646471	133	23.41	25.28	6263581
KAF1646472	216	25.48	27.27	6263581
KAF1646473	732	25.05	27.3	6263581
KAF1646481	351	22.73	25.32	6263581
KAF1646482	1058	24.48	26.82	6263581
KAF1646483	667	22.59	25.01	6263581
KAF1646484	873	23.55	25.63	6263581
KAF1646485	404	23.78	25.82	6263581
KAF1646486	213	24.15	26.72	6263581
KAF1646487	248	23.05	25.98	6263581
KAF1646488	1268	22.55	24.16	6263581
KAF1646489	485	23.26	24.09	6263581
KAF1646490	818	26.66	29.34	6263581
KAF1646491	268	24.13	26.08	6263581
KAF1646497	386	25.77	29.66	6263581
KAF1646498	53	26.43	30.19	6263581
KAF1646499	150	24.21	25.01	6263581
KAF1646500	242	22.35	24.56	6263581
KAF1646501	52	23.46	25.71	6263581
KAF1646502	2702	22.78	24.59	6263581
KAF1646503	304	24.41	26.55	6263581
KAF1646504	446	24.23	25.51	6263581
KAF1646505	230	25.63	27.83	6263581
KAF1646506	453	25.5	27.42	6263581
KAF1646507	605	24.67	27.62	6263581
KAF1646508	924	23.37	25.78	6263581
KAF1646509	177	24.68	27.28	6263581
KAF1646510	736	24.29	26.66	6263581
KAF1646511	172	24.06	26.68	6263581
KAF1646512	227	24.53	26.86	6263581
KAF1646513	199	22.51	24.11	6263581
KAF1646514	992	22.69	23.97	6263581
KAF1646515	379	23.28	25.83	6263581
KAF1646516	231	24.29	26.51	6263581
KAF1646517	687	23.69	25.77	6263581
KAF1646518	208	23.83	25.93	6263581
KAF1646519	214	23.37	26.05	6263581
KAF1646520	160	24.7	27.58	6263581
KAF1646521	347	23.91	25.62	6263581
KAF1646522	1690	21.78	23.2	6263581
KAF1646523	419	23.66	25.82	6263581
KAF1646549	424	23.72	25.78	6263581
KAF1646550	110	25.89	28.51	6263581
KAF1646551	787	23.13	24.57	6263581
KAF1646552	2002	23.36	25.65	6263581
KAF1646553	137	24.96	26.43	6263581
KAF1646554	1164	22.93	25.05	6263581
KAF1646555	221	23.5	25.94	6263581
KAF1646556	1376	20.99	22.73	6263581
KAF1646557	768	24.38	26.02	6263581
KAF1646558	402	21.44	22.62	6263581
KAF1646559	73	22.68	25.07	6263581
KAF1646560	198	23.01	25.25	6263581
KAF1646561	127	24.02	27.22	6263581
KAF1646562	625	23.05	25.75	6263581
KAF1646563	67	21.99	24.35	6263581
KAF1646564	582	24.7	27.12	6263581
KAF1646565	1052	21.47	23.64	6263581
KAF1646566	459	24.69	27.48	6263581
KAF1646568	104	23.33	25.54	6263581
KAF1646575	406	24.84	26.8	6263581
KAF1646599	401	23.96	25.96	6263581
KAF1646600	735	23.79	25.31	6263581
KAF1646601	347	22.41	23.96	6263581
KAF1646602	115	23.1	25.85	6263581
KAF1646610	887	22.44	23.83	6263581
